Entry,User,EntryDates,EntryLinks,e_feel,e_city,e_town,e_neighborhood,e_intensity,e_guess
istanbul beylikduzu'nde hafiften hoplatmistir. yalniz ciddi izmirde veya manisa'daysa siddet buyuk olmali.,awlmi,19.05.2011 23:17 ~ 23:19,https://eksisozluk.com/entry/23590172,1,istanbul,beylikduzu,,2,
taksim'i de etkilemis deprem.,night fury,19.05.2011 23:17,https://eksisozluk.com/entry/23590147,1,istanbul,beyoglu,taksim,2,
"canakkale biga'dan hissedilmistir. 17 agustos yasamis bir adapazarli olarak, iliklerimde hissettim depremi neredeyse. umarim can ve mal kaybi yoktur.",yemekten once tok karnina,20.05.2011 00:03,https://eksisozluk.com/entry/23591413,1,canakkale,biga,,2,
bornova civarinda acayip hissedilmistir. tirstik.,meritamoon,19.05.2011 23:16,https://eksisozluk.com/entry/23590106,1,izmir,bornova,,3,
izmir bornovadan hissedilmistir.,ernecati,19.05.2011 23:18,https://eksisozluk.com/entry/23590248,1,izmir,bornova,,2,
izmir bornavadan iyi hissedilmis depremdir. cok feci sallamasada digerlerine gore daha uzun solukluydu.,es se,19.05.2011 23:27,https://eksisozluk.com/entry/23590455,1,izmir,bornova,,2,
"balikesir/burhaniye'yi de zangirdatmistir. umariz ki herhangi bir kayip yasanmaz. ondan da ziyade, su siyanurlu baraj mevzusuna deginmek bile istemiyorum.",taking fire need assistance,19.05.2011 23:49,https://eksisozluk.com/entry/23591081,1,balikesir,burhaniye,,2,
"sinanoba semalarinda <bilmeyenler icin: buyukcekmeceye yakin bir yer> <buyukcekmece istanbul'da> asiri derecede hissedilmis ve deprem esnasinda cikan ugultular ciddi anlamda korkutmustur. depremi gectim, ben o sesten tirstim acik ve net.",cisetta,20.05.2011 01:30,https://eksisozluk.com/entry/23593063,1,istanbul,buyukcekmece,sinanoba,4,
cerkezkoy u de sallamistir.,sinnocence,19.05.2011 23:16,https://eksisozluk.com/entry/23590113,1,tekirdag,cerkezkoy,,2,
"izmir, kocaeli, istanbul, eskisehir gibi yerleri sallamis depremdir. feci salladi. dilovasi besik gibi..",bu ne amina koyim ya,19.05.2011 23:18 ~ 23:30,https://eksisozluk.com/entry/23590243,1,kocaeli,dilovasi,,2,
"balikesir akcay'da dugundeyken oturdugumuz yerde gobek attirmistir. umarim onemli bir sey yoktur, herkesin sagligi yerindedir.",dasher,19.05.2011 23:36,https://eksisozluk.com/entry/23590769,1,balikesir,edremit,akcay,2,
"altinoluk'ta da hissedilmis olan depremdir. ustelik bu civarda olunca balikesir, izmir gibi yerlerde hissedilmesini bekledim ancak gorunen o ki cok genis bir skalasi varmis.",karakediii,20.05.2011 00:50,https://eksisozluk.com/entry/23592312,1,balikesir,edremit,altinoluk,2,
fatih'te saglam hissedilmistir.,muhooo,19.05.2011 23:18,https://eksisozluk.com/entry/23590262,1,istanbul,fatih,,3,
pazartekke/fatih'de de hissedilmistir. koca apartmani soyle bi titretmistir.,balkanlardan gelen soguk ve yagisli hava,19.05.2011 23:19,https://eksisozluk.com/entry/23590279,1,istanbul,fatih,pazartekke,3,
fatih'i besik gibi sallamistir. uzun surdu. 2 periyot gibiydi. sonlara dogru hizlandi.,lapset,19.05.2011 23:28,https://eksisozluk.com/entry/23590517,1,istanbul,fatih,,2,
gaziemirde felaket sallamistir.,turkeytoeu,19.05.2011 23:17,https://eksisozluk.com/entry/23590191,1,izmir,gaziemir,,3,
"gaziemir'de inceden inceden baslayan bir turlu bitemeyen sekilde hissedilen deprem. yalniz bagisiklik mi sagladik bilemedim, evde heyecan yok?!",achmeth,19.05.2011 23:17,https://eksisozluk.com/entry/23590194,1,izmir,gaziemir,,2,
"gemlikte yurekleri agizlara getiren depremdir. 17 agustostan farki yoktu sanki. bir de cok daha uzun surdu. hala gozumun onunde cilginlar gibi sallanan lamba var. nasil yikilmadigina binanin hayret ediyorum. 17 agustosta vardi ""o aksam gezmeye gitmisti, gocuk altinda kaldi"" hikayeleri. sarsinti boyunca bu tarz bir oykuye donusecegimi ve uzun bir zaman kimse benim oldugumu anlayamayacak diye dusundum. o kadar uzundu ki daha neler dusunebildim neler. yine gunlerce uyku sorunlari yasanacak, deprem biraz olsun unutulana kadar.",usuyorum,21.05.2011 00:09,https://eksisozluk.com/entry/23608510,1,bursa,gemlik,,3,
kocaeli- golcuk'te de ciddi panige neden olan deprem.,kedisininyumagi,19.05.2011 23:37,https://eksisozluk.com/entry/23590787,1,kocaeli,golcuk,,3,
"gungoren'de saglam sallanan bolgeler arasindaydi, sokagimdan bir caps alsam istiklal caddesini andiriyor, herkes disarda!",zakzuk,19.05.2011 23:35,https://eksisozluk.com/entry/23590732,1,istanbul,gungoren,,5,
"17 agustos'u yasayanlar icin ""uc bucuk"" siddetinde olmustur. -yobarey izmit'ten bildirdi-",yobarey,19.05.2011 23:23,https://eksisozluk.com/entry/23590369,1,kocaeli,izmit,,2,
mahallemizde yasayanlar an itibariyle sokaklara ciktilar. <bkz: izmit >,kizlar 7 beni,19.05.2011 23:27,https://eksisozluk.com/entry/23590453,1,kocaeli,izmit,,5,
"5,9 diyorlar insanlar, iyi salladi . bir izmitli olarak hala telefon hatlarina kufur ediyorum",m hzen,19.05.2011 23:27,https://eksisozluk.com/entry/23590476,1,kocaeli,izmit,,2,
izmitte an itibariyle insanlarin sokakta sosyallesmesine vesile olan depremdir.,puandorg,19.05.2011 23:28,https://eksisozluk.com/entry/23590503,1,kocaeli,izmit,,5,
"uzun sure boyunca yataktan cikartir seviyede ki ilk deprem silsilesidir. evet, bu sefer basimiz donmedi. ulkenin yarisini hoplattan, merkezi kutahya olan ve 6.0 olarak aciklanan depremle yayik ayrani kivamina erdik. fgka izmit' ten bildirdi. ayran kopuklu oldu.",felegin gozunu kamastiran adam,19.05.2011 23:36,https://eksisozluk.com/entry/23590771,1,kocaeli,izmit,,3,
izmit'te de kendini iyice hissettirmis depremdir. saniyorum ki ilk defa bir deprem bu kadar fazla ve uzak illerde hissedildi sirf bu yuzden bile korkuyorum su anda.,nevsenev,20.05.2011 00:10,https://eksisozluk.com/entry/23591550,1,kocaeli,izmit,,2,
"dun ben de itfaiyede yakalandim bu depreme hemde izmit'te, oturmus depremde arama kurtarma kopeklerinin oneminden, bizim bu konudaki eksikligimizden bahsederken sallanmaya basladik... bascavus masayi sallamayin dedi ama herkes birbirinin salinim icinde oldugunu gorunce hep bir agizdan ""deprem"" diye bagirip disari ciktik. ben o arada ana alarm dugmesine bastim ve koca bina yarim dakikada bosalmisti. 1.dk sonunda bina icindeki tum araclar acik alana alinmisti... herkes gibi itfaiyeciler de asildilar telefona ve bende arabaya kosup 3 telsizi de actim. civardaki tum amator istasyonlar acabildikleri roleler uzerinden bilgi aktariyordu ki kutahya'da sarsintinin cok derin hissedildigi ve simav'da yikinti oldugu bilgisi henuz televizyon ve ajanslara dusmeden, gsm ve sabit hat sebekeleri kilitlenmisken depremin olusunun 7.dk'sinda ogrendik ve paylastik. ilginc bir sekilde sms ve 3g sistemi sorunsuz calisirken ses gonderme uzerine dayali birimler asiri yuklenmeden kilitlenme noktasina gelmisti. ve cok degil 15dk sonra deprem bolgesinden ilk bilgiler gelmeye baslamisti. bilgiler devletin haberlesme altyapisindan degil bildigin bu isi hobi olarak yaparak amator telsizci lerin kendi emek ve cabalariyla geliyordu. tabi bende tekirdag'daki aileme sms ile ulastim sonra firsat bulup sabit telefondan aradim. almislar mesaji onlarda yanit verdiler. ama dun yasanan depremde sunu gordum ki tabiat ana , biz turk halkini final oncesi bir quiz ile olctu ve biz bu quiz'den de kaldik... ustelik onumuzde daha ""final"" * var.",icemanr,20.05.2011 16:16 ~ 16:24,https://eksisozluk.com/entry/23601398,1,kocaeli,izmit,,2,
an itibari ile istanbul 'da acibadem 'i sallamistir...,metal revolution,19.05.2011 23:16 ~ 20.05.2011 00:58,https://eksisozluk.com/entry/23590072,1,istanbul,kadikoy,acibadem,2,
pis salladi kadikoy'de... panik yok. gecti.,otopsicocugu,19.05.2011 23:16 ~ 23:17,https://eksisozluk.com/entry/23590090,1,istanbul,kadikoy,,2,
"erenkoy civarinda 5sn boyunca hissedilen deprem. tahminim 4,5-5 arasi, umarim devami gelmez...",agluna,19.05.2011 23:18,https://eksisozluk.com/entry/23590202,1,istanbul,kadikoy,erenkoy,2,4.5
kadikoydeki evimde yeri oldukca saglam olan televizyonumu  dusurmeye tesebbus etmis olan depremdir.,kaldirek,19.05.2011 23:28,https://eksisozluk.com/entry/23590502,1,istanbul,kadikoy,,3,
"bostanciyi sallamistir. cok genis bir alanda hissedilen deprem, kandilli nin sitesi kilitlenmis.",bal dok yala,19.05.2011 23:29,https://eksisozluk.com/entry/23590558,1,istanbul,kadikoy,bostanci,2,
kadikoy'de hissedilendir. arkadas dead space 2 oyununu oynadigim anda mi deprem olur lan! oyun mu gercek mi derken gidiyorduk.,herospower,19.05.2011 23:30,https://eksisozluk.com/entry/23590591,1,istanbul,kadikoy,,2,
"levent civarinda oturan arkadaslarin; ''saka mi yapiyosun? ne zaman salladi?'' tepkisini verdigi; fenerbahce'de duvardaki tablolari sallandiran, merkez ussu kutahya simav olan deprem.",kufluekmek,19.05.2011 23:39,https://eksisozluk.com/entry/23590855,1,istanbul,kadikoy,fenerbahce,2,
merkez ussu yakinlarinda veya baska yerlerde can veya mal kaybi konusunda endiselendiren deprem. kadikoy taraflarinda agir hissedilmistir. suan telefonlar kilitlenmis vaziyette ne ablama ne de aileme ulasabiliyorum. ancak deprem bolgesinden uzakta olmalari haliyle sebekeleri yormamak adina suan aramayi kestim.,ozgur willy,19.05.2011 23:41,https://eksisozluk.com/entry/23590887,1,istanbul,kadikoy,,2,
"kutahya'da olan bir deprem, kadikoy'deki evimi nasil boyle etkiliyor, burdan nasil bu kadar siddetli hissediliyor anlayamiyorum. deprem konusunda cok buyuk bir bilgim yok ama evim deli gibi sallandi 10 saniye, anlayamiyorum bu isi hakikaten. insallah can kaybi olmaz.",kokokoko,19.05.2011 23:59,https://eksisozluk.com/entry/23591333,1,istanbul,kadikoy,,2,
kadikoy'de kafede otururken 20-30sn araliklarla ayri ayri hafif titresim seklinde hissettigim deprem. metro insaati veya tramvay gecti sandim. haberleri duyduktan sonra anladim ki o 3 dalgada komple deprem olmus. besik gibi sallamasada sirtima gaz cikarmam icin bir kac tatli vurus yapmistir.,lan bu geminin bi ayari yok mu,20.05.2011 00:44,https://eksisozluk.com/entry/23592205,1,istanbul,kadikoy,,3,
fenerbahce'de 30 saniyeden fazla hissedilen ve korkutan deprem.,kufluekmek,19.05.2011 23:18,https://eksisozluk.com/entry/23590225,1,istanbul,kadikoy,fenerbahce,2,
karsiyaka sahilinde tam anlamiyla altima sicirtmistir. tuvalete gidiyorum.,ne bekledik be birader,19.05.2011 23:16,https://eksisozluk.com/entry/23590117,1,izmir,karsiyaka,,3,
fena bi deprem. cok pis tirstik lan izmir karsiyakada.,sahikalar destani,19.05.2011 23:17,https://eksisozluk.com/entry/23590128,1,izmir,karsiyaka,,2,
"karsiyaka da bi hayli hissettigim depremdir. tren geciyor sanarken uzun sallamistir. simdi haber turk merkez ussunu kutahya diyor ama nasil bu denli sallandik bilmiyorum ,ustelik yalova daki arkadaslar da es zamanli sallanmis...",morgaine gb,19.05.2011 23:32,https://eksisozluk.com/entry/23590641,1,izmir,karsiyaka,,4,
izmir karsiyakadaki apartmanimda beni ve tum apartmandakileri asagi dokmeye yetmistir. bitmek de bilmedi. ayrica disari cikma sebebimizi buyuk olcude binamizdan gelen catirti seslerine bagliyorum.. bu gece uyku yok gibi.. saygilar,biotexnanoloji,20.05.2011 00:57,https://eksisozluk.com/entry/23592450,1,izmir,karsiyaka,,5,
istanbul'u bile salladi. kucukcekmece'de cok fena yerimizden oynadik,g man,19.05.2011 23:16,https://eksisozluk.com/entry/23590100,1,istanbul,kucukcekmece,,2,
istanbul maltepeden dehset hissedilmekte.,girl in a coma,19.05.2011 23:16,https://eksisozluk.com/entry/23590071,1,istanbul,maltepe,,2,
maltepe 9. kattan bildiriyorum gene: zim zim zim zim cata cata cata...,jamsession,19.05.2011 23:38,https://eksisozluk.com/entry/23590822,1,istanbul,maltepe,,2,
bolu merkez'de net olarak sabit gobegimi oynatmis depremdir.,swallowed arsenic,19.05.2011 23:30,https://eksisozluk.com/entry/23590589,1,bolu,merkez,,2,
kutahya zafertepe kyk da en fazla 4 siddetinde hissedilen deprem idi. burda zemin full kayalik zaar.,41plaka,19.05.2011 23:43,https://eksisozluk.com/entry/23590938,1,kutahya,merkez,zafertepe,2,4
"kutahya merkezi feci sallamistir.  insanlar son yarim saattir evlerine donmeye basladilar.  bir saat oncesine kiyasla disaridaki yogun insan ve arac trafigi oldukca azalmis durumda, hatta arabada yatmaya calisan bazi aileler disinda yok denecek kadar az insan disarida gozukuyor. tabi valilik civarinda ve kent merkezinde hala kalabalik olmasi muhtemel. telefonlarin cekmemesi ve deprem korkusu cok gundeme gelmeyen bir ilin sallanmasi sebebiyle yasanan panik disinda en azindan il merkezinde pek bir sikinti yasanmadi.",ciddiyet,20.05.2011 01:34,https://eksisozluk.com/entry/23593114,1,kutahya,merkez,,5,
"kutahya merkezde bir binanin 7. katinda yasadigim deprem. ilk gelen 3.8lik depremi hissedip evin icinde ""deprem mi oldu??"" diye gezinip benden baska kimsenin hissetmemesiyle dalga gecmeye baslamisken, gecen 10-15 dk sonrasinda deli gibi sallanmamiz aninda bi yandan gulmeye calisip bi yandan da tutunacak bi yer arama gudusuyle, birbirimize aptalca bakislarla buyuk dalgayi yasadik, tam toparlarken 2. buyuk dalgayi yasadik. ve saat 3 e kadar apartmanin disindaydik. halen artcilar suruyor ve hissediliyor. bu arada bir onceki gece hic durmadan oten ve uykumu zehir eden kus depremin habercisi miydi bilmiyorum ama ayni kus suan yine surekli otuyor, allah hayirlisini versin.",ceyhanan,20.05.2011 04:53,https://eksisozluk.com/entry/23594951,1,kutahya,merkez,,5,
sariyerde koca masayi salladi. hem de upuzun surdu sanki. daha siddetli olaydi da mal gibi masa basinda oturup kalacagimi anladigim depremdir bir de ne yazik ki.,mareactio,19.05.2011 23:32,https://eksisozluk.com/entry/23590653,1,istanbul,sariyer,,3,
"semt bilgisi vermek gerekirse, sile'yi bile korkunc sallamistir.",powersurge,19.05.2011 23:21,https://eksisozluk.com/entry/23590349,1,istanbul,sile,,2,
silivri'de acikca hissedilen deprem. sandalyeyi salladigim ana denk gelmistir. ulan bu dolabi ben mi salliyorum derken topuklari yagladik.,corcolos,19.05.2011 23:33,https://eksisozluk.com/entry/23590684,1,istanbul,silivri,,3,
silivri'den siddetli hissedilmistir.,galebovi,19.05.2011 23:39 ~ 23:41,https://eksisozluk.com/entry/23590861,1,istanbul,silivri,,3,
"depremde simavdaydim. 10 15 dakika oncesinde ufak bi salladi fakat fazla telasa kapilmadik. sonra kuzenle bahcede cay sigara icelim diye cikarken tam kapida yakalandik. fena sallandik, hemen elektrikler kesildi, nerdeyse yere dusecektik. sonrasinda iste bagrismalar falan filan. bu aksam 4 gibi simavdan ayrildim, hala artcilar devam etmekteydi. insanlarin psikolojisi berbat durumda. devamli sallaniyo mubarek, dur durak yok. tek teselli fazla can kaybinin olmamasi. ogrenciler simavi terketmis durumda, tatil icin gidenler de geri donduler. peki ya orada yasamak zorunda olanlar? hasar tespiti yapilacakmis da bakanlar kurulu afet bolgesi mi degil mi karar verecekmis. hadi hayirlisi.. ne diyeyim ki simdi. masa basindan ne kadar kolay ulan oyle kararlar vermek. bildigim kadariyla gelen giden de olmadi. sanirim bu deprem secimin kurbani oldu, arada kaynativerelim mi dediler ne bok yediler bilmiyorum ama, ayip ettiler.",dpchmdr,23.05.2011 00:55,https://eksisozluk.com/entry/23642860,1,kutahya,simav,,5,
sisli'den hissedilmistir.,thugster,19.05.2011 23:17,https://eksisozluk.com/entry/23590153,1,istanbul,sisli,,2,
sisliyi de fena sallayan deprem. korktum gercekten.,lorna anstey,19.05.2011 23:20,https://eksisozluk.com/entry/23590304,1,istanbul,sisli,,3,
"sislide 3-4 sn hissedilen deprem. meger korktugumda hala ""anneee""  diyormusum bi de.",orange appeal,19.05.2011 23:21,https://eksisozluk.com/entry/23590345,1,istanbul,sisli,,2,
sisli'de 2 saniye sallamistir. bir kez sagima bir kez soluma dogru.,melved,19.05.2011 23:27,https://eksisozluk.com/entry/23590475,1,istanbul,sisli,,2,
eskisehir'de tum baglar'i sokaga doken deprem. uzun zamandir hic bu kadar korkmadim herhalde.,equbia,19.05.2011 23:26 ~ 23:38,https://eksisozluk.com/entry/23590434,1,eskisehir,tepebasi,baglar,5,
gece gece iyi yokladi bizi. eskibaglar geceyi sokakta gecirecek gibi.,levivanovic,19.05.2011 23:29,https://eksisozluk.com/entry/23590541,1,eskisehir,tepebasi,eskibaglar,5,
acayip salladi turgutlu'da. hala da sallaniyoruz. edit: arkadaslar mesajlar icin sagolsun ama durduk haliyle.,sir yes sir,19.05.2011 23:16 ~ 23:38,https://eksisozluk.com/entry/23590053,1,manisa,turgutlu,,3,
umraniye'de de hissedilmis olan deprem,wagner love,19.05.2011 23:16 ~ 23:17,https://eksisozluk.com/entry/23590057,1,istanbul,umraniye,,2,
"ilk hissettigim deprem olmustur.. ""istanbul-uskudar""",boom,19.05.2011 23:17,https://eksisozluk.com/entry/23590122,1,istanbul,uskudar,,2,
salliyor... edit : bana yuklenmeyin lan ben izmir'deyim baslik ondan boyle. edit 2: duzeltilmis. umarim can ve mal kaybi yoktur. hepimize gecmis olsun. http://earthquake.usgs.gov/…w/quakes/usc0003j4a.php,onuruno,19.05.2011 23:15 ~ 23:43,https://eksisozluk.com/entry/23590039,1,izmir,,,2,
an itibariyle sallayan deprem. counter oynarken oldu.,galove,19.05.2011 23:16 ~ 23:16,https://eksisozluk.com/entry/23590047,,,,,,
istanbul da sallandi...,ustaserdar,19.05.2011 23:16,https://eksisozluk.com/entry/23590054,1,istanbul,,,2,
keskul gibi titretmistir.,juduras,19.05.2011 23:16 ~ 23:17,https://eksisozluk.com/entry/23590055,,,,,,
"istanbulda da hissedilmemisse eger, bir adet de istanbulda olmakta aynindan..",gaydiriguppakcemile,19.05.2011 23:16,https://eksisozluk.com/entry/23590070,,,,,,
hala oluyor. oha lan izmir de bile hissedilmis baslik turkiye depremi olarak degismeli.,kapi,19.05.2011 23:16 ~ 23:19,https://eksisozluk.com/entry/23590076,,,,,,
tekirdag da sallaniyor,karoyedili,19.05.2011 23:16,https://eksisozluk.com/entry/23590080,1,tekirdag,,,2,
beni de sallayan deprem ama istanbul'dayim.,sebnamy,19.05.2011 23:16,https://eksisozluk.com/entry/23590087,1,istanbul,,,2,
baya baya sallayan depremdir. merkez ussu izmir degilse orayi dusunmek istemiyorum.,astaroth,19.05.2011 23:16,https://eksisozluk.com/entry/23590115,,,,,,
"pis sallayan deprem. istanbulda da hissedildigine gore, bir yerlerde felaket olmus olabilir.",beyteper canavari,19.05.2011 23:17,https://eksisozluk.com/entry/23590138,,,,,,
iyi salladi. gecmis olsun hepimize.,protest,19.05.2011 23:17,https://eksisozluk.com/entry/23590141,,,,,,
"4,5 dan buyuk bir deprem oldu muhtemelen.",bengrimm,19.05.2011 23:17,https://eksisozluk.com/entry/23590148,,,,,,
fena sallayan deprem. merkez ussu neresi acep? umarim yakin bi yerdir. uzak bi yerse kotu seyler olmus olabilir.,8128,19.05.2011 23:17 ~ 23:19,https://eksisozluk.com/entry/23590152,,,,,,
kocaeli besik gibi sallandi.,bu ne amina koyim ya,19.05.2011 23:17 ~ 23:34,https://eksisozluk.com/entry/23590163,1,kocaeli,,,2,
2 kere saglam sallamis deprem 3 gelirse disari,karoyedili,19.05.2011 23:17,https://eksisozluk.com/entry/23590164,,,,,,
"ayni anda bahcelievler, edirne ve izmitten uc arkadasim tarafindan haberdar edildigim etki alani genis deprem.",longitudinale posteriore,19.05.2011 23:17,https://eksisozluk.com/entry/23590176,,,,,,
birileri tassak gecmiyorsa istanbuldan hissedilmistir.,sineklerinefendisi,19.05.2011 23:17,https://eksisozluk.com/entry/23590182,1,istanbul,,,1,
sabanci universitesinde de az da olsa hissedilmistir.,1001gecemasallariyla1002gece,19.05.2011 23:17,https://eksisozluk.com/entry/23590190,,,,,,
"kuzenim tam deprem mi oluyor dediginde sallanmaya basladim yaklasik 10 saniye surdu,korkuttu.",doktor scream,19.05.2011 23:17,https://eksisozluk.com/entry/23590196,,,,,,
"hala devam etmektedir hafif fafif. bitmedi gitti lan, yeter!",fakir misin nesin defol,19.05.2011 23:18,https://eksisozluk.com/entry/23590197,,,,,,
bilgisayar koltugumun bir o yana bir bu yana gitmesini sagladi..,living legend,19.05.2011 23:18 ~ 08.02.2014 12:14,https://eksisozluk.com/entry/23590199,,,,,,
"kocaeli' yi rahat 1 dakika kadar salladi. skype ta konustugum arkadasimla birbirimizi iyi sakinlestirdik yine, depremden cekmis birileri olarak...",parka,19.05.2011 23:18,https://eksisozluk.com/entry/23590203,1,kocaeli,,,2,
kucuk bir deprem. gidin yatin...,anafor,19.05.2011 23:18,https://eksisozluk.com/entry/23590204,,,,,,
cok fena sallandi.yavas baslayip sonra baya hizlandi.hepimize gecmis olsun...,ustaserdar,19.05.2011 23:18,https://eksisozluk.com/entry/23590210,,,,,,
"10-12 sn kadar surdu durdu yine vurdu. fazla sarsmadi diyebilirim. merkez ussu, kutahya simav olarak belirtildi. bilecikte ise 10-20 degil 1 dakika kadar hissedildi diyenler var. benim sismograf o kapasitede oldugu icin okadarini hissedebildim.",huzunbaz sevisgen,19.05.2011 23:18 ~ 20.05.2011 00:20,https://eksisozluk.com/entry/23590212,,,,,,
odumu bokuma karistirmis depremdir.,quaker,19.05.2011 23:18,https://eksisozluk.com/entry/23590213,,,,,,
bitmiyor lan. esim sallanan sandalyedeydi. onun sayesinde hissettik. hemen gittim akvaryumun fisini cektim. calkantidan elektrik devresi kisa devre filan yapmasin diye bir cok siteye baglanmakta zorluk yasaniyor. ara arada sozluk tirta bagliyor. yine fiberoptik kablolar koptuysa zictik lan <bkz: deprem olurken entry girmek >,sinan ayhan,19.05.2011 23:18 ~ 23:28,https://eksisozluk.com/entry/23590218,,,,,,
eshisehir ankara izmit istanbul heryerde hissedildigine gore merkez ussunde guclu olarak gerceklesmis olabilen depremedir. fena sallamamistir kendisi,dj trapper,19.05.2011 23:18,https://eksisozluk.com/entry/23590228,,,,,,
"once ""oha lan camasir makinesi amma da sallaniyo. buradan hissediyorum."" diye dusundum ama depremmmis meger.",sinek kral,19.05.2011 23:18,https://eksisozluk.com/entry/23590231,,,,,,
canakkale de besik gibi sallandi. hala devam ediyor durduramiyoruz.,nagg,19.05.2011 23:18,https://eksisozluk.com/entry/23590233,1,canakkale,,,2,
"ayni anda kocaeli'de de deprem olmadiysa, kocaeli'den de hissedilmistir.",869,19.05.2011 23:18,https://eksisozluk.com/entry/23590235,1,kocaeli,,,2,
<bkz: #23590143 >,tarasbulba,19.05.2011 23:18,https://eksisozluk.com/entry/23590245,,,,,,
uzuuuun uzuuuun sallamistir.,lumpenproleter,19.05.2011 23:18,https://eksisozluk.com/entry/23590251,,,,,,
oha yaa basliklara bak tum turkiye'ye yayilmis. fena biseler oldu galba bi yerlerde.,metteya,19.05.2011 23:18,https://eksisozluk.com/entry/23590256,,,,,,
<bkz: durmak bilmeyen deprem >,yalamalik dondurma,19.05.2011 23:18,https://eksisozluk.com/entry/23590259,,,,,,
muhtemelen balikesir akhisar tartafinda oldu cunku ben izmirde hissederken 10 saniye sonra istanbul sallanmaya basladi,eipcack,19.05.2011 23:19,https://eksisozluk.com/entry/23590265,,,,,,
7. katta saglam zangirtatan depremdir. izmirdeyiz,gudubeth,19.05.2011 23:19,https://eksisozluk.com/entry/23590269,1,izmir,,,3,
ne oluyo lan her ilde mi oldu? dedirten deprem.,kolbasti,19.05.2011 23:19,https://eksisozluk.com/entry/23590270,,,,,,
mecidiyekoy'de hissetmedim.,manfool,19.05.2011 23:19,https://eksisozluk.com/entry/23590274,,,,,,
"ilginc bir deprem. ben denizli'de hissettim, ne oluyor diye dusunurken, istanbul'da da canli yayinda hissedildigini gorduk. umarim baska yerlerde daha siddetli degildir. su anda her yerden deprem oldugu bilgisi geliyor.",yalnux,19.05.2011 23:19,https://eksisozluk.com/entry/23590276,1,denizli,,,2,
