Entry,User,EntryDates,EntryLinks,e_feel,e_city,e_town,e_neighborhood,e_intensity,e_guess
edirne de hoplatan depremdir,popomlaoynuom,07.06.2012 23:59,https://eksisozluk.com/entry/28896578,1,edirne,,,2,
madonna'nin sucudur.,under rug swept,07.06.2012 23:59,https://eksisozluk.com/entry/28896580,,,,,,
ictigim 2. biranin kafa yaptigini zannettigim hadisedir.,eksibir,08.06.2012 00:00,https://eksisozluk.com/entry/28896582,,,,,,
uzun surdu sanki. beyler :< edit: tek yazdigim depremin suresiyle alakali. uzun surdu gibi geldi. kotuleyecek ne buldunuz anlamak mumkun degil. beyinsiz surusu!,bnrak,08.06.2012 00:00 ~ 10:36,https://eksisozluk.com/entry/28896589,,,,,,
uykuya dalmak uzereyken ziplatmistir.,kutulu,08.06.2012 00:00,https://eksisozluk.com/entry/28896598,,,,,,
corlu'da titreten yer hareketi.,alpermete,08.06.2012 00:00,https://eksisozluk.com/entry/28896600,1,corlu,,,2,
corlu da nasibini almistir.,writeitright,08.06.2012 00:00,https://eksisozluk.com/entry/28896601,1,corlu,,,2,
"hissettigim ama emin olamadigim depremdir. o anda yaran bir baslikta gezniyordum da, buyuk ihtimal guluyorum dedim. ilginc.",aguilas negras,08.06.2012 00:01,https://eksisozluk.com/entry/28896604,,,,,,
"sancaktepe'de hissetmedigim deprem. oysa ki gecen seneki tekirdag depremimiydi neydi, onu hissetmistim.",readmymind,08.06.2012 00:01,https://eksisozluk.com/entry/28896608,,,,,,
"nerede olursa olsun bu da bir ""istanbul"" depremidir.",arphenion,08.06.2012 00:01,https://eksisozluk.com/entry/28896612,,,,,,
tekirdag'yi saglam sallamistir.,go to sleep,08.06.2012 00:01,https://eksisozluk.com/entry/28896613,1,tekirdag,,,2,
kadikoy'de hissettirmeyerek sorun bende mi acaba diye dusunduren deprem.,l ikta,08.06.2012 00:02,https://eksisozluk.com/entry/28896620,,,,,,
bursa'dan da hissedilen depremdir.,fcb,08.06.2012 00:02,https://eksisozluk.com/entry/28896623,1,bursa,,,2,
twitterda madonna istanbulu salladi seklinde yazilara sebep olacaktir,tipton,08.06.2012 00:02,https://eksisozluk.com/entry/28896627,,,,,,
"merkez ussu tekirdag aciklari, tahminen 4,5 civari, azami 5.",andy kaufman 2,08.06.2012 00:03,https://eksisozluk.com/entry/28896631,,,,,,4.5
fena degildi. deprem de olmasa gidip gelemicez.,smartview,08.06.2012 00:03,https://eksisozluk.com/entry/28896643,,,,,,
"kandilli rasathanesi 5,1 siddetinde tekirdag marmara ereglisi aciklarinda olmus diyor.",gnl rkn,08.06.2012 00:04,https://eksisozluk.com/entry/28896646,,,,,,
uykumdan uyandirmis depremdir. o nasil calkalamakti oyle!,eja,08.06.2012 00:04,https://eksisozluk.com/entry/28896647,,,,,,
sariyer'den benim ve kedimin hissetmedigi deprem.,bafibafi,08.06.2012 00:04,https://eksisozluk.com/entry/28896649,,,,,,
tekirdag 5.1 siddetindeymis.,deli efendi,08.06.2012 00:04,https://eksisozluk.com/entry/28896651,,,,,,
kilyos'u da saglam sallayan depremdir.,ayvagobek,08.06.2012 00:04,https://eksisozluk.com/entry/28896652,,,,,,
basaksehir ve kayasehir'de hissedilmemistir.,memjosh,08.06.2012 00:04,https://eksisozluk.com/entry/28896655,,,,,,
"halkalida hissedilmemistir, bu civarda baya bos daire varken tasinin derim edit: komsu suserlar uyardi onlar etkilenmis, bizim apartman daha saglam demekki :>",a350,08.06.2012 00:06 ~ 00:11,https://eksisozluk.com/entry/28896665,,,,,,
marmaraereglisi ilce merkezinin 14km guneyinde saat 23:54'de olmustur. deprem siddedi 5.1 bu da yalanina sokuyumculara gelsin http://kandilli.info/2012/06/07/235425/,winsome,08.06.2012 00:06 ~ 00:08,https://eksisozluk.com/entry/28896666,,,,,,
aklimi almis olan depremdir. hala alisamadim su depremle yasama geyigine. *,i s t a n b u l,08.06.2012 00:06,https://eksisozluk.com/entry/28896667,,,,,,
tekirdag aciklarinda 5.1 siddetinde meydana gelmistir. tekrarini yasamayiz umarim.,fly tales,08.06.2012 00:06,https://eksisozluk.com/entry/28896674,,,,,,
herkes istanbul depremi diyor ama bence merkez ussu tekirdagdir. cok fena sarsmistir. dibimi dusurmustur.,edding,08.06.2012 00:06,https://eksisozluk.com/entry/28896677,,,,,,
edirne'den de hissedilen deprem.,kamusal adamin oglu,08.06.2012 00:06,https://eksisozluk.com/entry/28896682,1,edirne,,,2,
kurtkoy'un gene sikine takmadigi deprem.,10 yildir bekleyen caylak,08.06.2012 00:06,https://eksisozluk.com/entry/28896683,,,,,,
sozluk kitlendi sayesinde. birava.,blackbirdsr71,08.06.2012 00:06,https://eksisozluk.com/entry/28896684,,,,,,
ayagimi surekli sallamak gibi super bir hobim oldugundan hissetmedigim deprem.,weekend warrior,08.06.2012 00:06 ~ 00:10,https://eksisozluk.com/entry/28896687,,,,,,
bundan once kadikoy'u en son galatasaray sallamisti. 5.1 imis.,yardan adam,08.06.2012 00:07,https://eksisozluk.com/entry/28896699,,,,,,
"deprem istanbul depremi falan degildir. bati turkiye'de, bi yerlerde olmus olabilir. her depreme de istanbul depremi demeyin amk.",becerenberk,08.06.2012 00:07,https://eksisozluk.com/entry/28896709,,,,,,
bursa'da hissedilmeyen depremdir. en azindan nilufer'den. tanri hepimizi kutsasin.,balici koala,08.06.2012 00:07,https://eksisozluk.com/entry/28896712,,,,,,
bostanci'dan bi bok hissetmedigim depremdir. genimi s*kim afedersiniz.,raki masasinin degismez adami,08.06.2012 00:07,https://eksisozluk.com/entry/28896713,,,,,,
suadiye'nin pas gecildigi bir depremdir.,bad boy for life,08.06.2012 00:07,https://eksisozluk.com/entry/28896716,,,,,,
londra'dan hissedilmemistir,caglarbay,08.06.2012 00:07,https://eksisozluk.com/entry/28896721,,,,,,
merkez ussu marmara ereglisi olarak aciklanmis ve derinden hissettirmis depremdir.,forlife,08.06.2012 00:07,https://eksisozluk.com/entry/28896728,,,,,,
"uskudar merkezden hic hissedilmemis, deprem bilgisi twitter'da rastgele ogrenilmistir.",graphytube,08.06.2012 00:07,https://eksisozluk.com/entry/28896730,,,,,,
"kandilli'ye gore 5.1, yabanci kaynaklara gore 5.6 olan depremdir",bardas skleros,08.06.2012 00:08 ~ 00:08,https://eksisozluk.com/entry/28896731,,,,,,
<bkmynz: 7 haziran 2012 istanbul depremi >,aguilas negras,08.06.2012 00:08,https://eksisozluk.com/entry/28896732,,,,,,
"kendisi istanbul depremi degil tekirdag depremidir. istanbul um her seyi sahiplenme canim hemen, bi dur !",marti uctu,08.06.2012 00:08,https://eksisozluk.com/entry/28896733,,,,,,
kilyos'un sallamadigi depremdir.,affandede,08.06.2012 00:08,https://eksisozluk.com/entry/28896739,,,,,,
twitter'da depremi madonna konseri ile iliskilendirmeyenleri dovmektedirler.,kendi sokugunu dikemeyen terzi,08.06.2012 00:08,https://eksisozluk.com/entry/28896742,,,,,,
oturdum statik mukavemet calisiyorum ve deprem oluyor. ne halta yariyorsun mal ders hadi yardim et simdi napim sallanti olunca ulan!,andregojue,08.06.2012 00:08 ~ 13:57,https://eksisozluk.com/entry/28896743,,,,,,
kartal'da en hassas vatandas olan anneannemin bile hissetmedigi deprem. gecmisler olsun herkese.,nickinikaybetmisselanikyolcusu,08.06.2012 00:08,https://eksisozluk.com/entry/28896744,,,,,,
sayesinde eksi sozluk coktu bildigin. http://img571.imageshack.us/…mg571/245/32295908.png,coldeki eskimo,08.06.2012 00:08,https://eksisozluk.com/entry/28896748,,,,,,
tutulma sonrasi olmasi itibariyla korkutmustur. devami gelmez insallah.,buford tannen,08.06.2012 00:08,https://eksisozluk.com/entry/28896756,,,,,,
"bakirkoy'de ailecek hissetmedigimiz deprem. isin ilginci, normalde sokaklara akar insanlar. sokakta bile kimseler yok.",hanhan,08.06.2012 00:09,https://eksisozluk.com/entry/28896758,,,,,,
bazi ajanslara gore merkez ussu marmara ereglisi olan depremdir.,you shook me all night long,08.06.2012 00:09,https://eksisozluk.com/entry/28896761,,,,,,
olmaya basladigi anda benim ve gorustugum birkac kisinin internet baglantisi kesilmistir.,hepiniz kafayi yemissiniz,08.06.2012 00:09,https://eksisozluk.com/entry/28896764,,,,,,
"butun planlarimi bozan deprem. amina koyim banyo yapacaktim, yine sallar da bornozla asagi kacmak zorunda kalirim diye vazgectim :<",huor elensar,08.06.2012 00:09,https://eksisozluk.com/entry/28896769,,,,,,
kucukyali'da gram hissedilmeyen depremdir.,iriminage,08.06.2012 00:09,https://eksisozluk.com/entry/28896771,,,,,,
"kirk yilin basinda bir gun erken yatayim dedim, uzandim sallandi gibi oldu ancak yorgunluguma bagladim bunu. kiz arkadasim aramasa deprem bile demeyecektim. bahcelievler 5. katta fazla hissettirmeyendir.",warmonger,08.06.2012 00:09,https://eksisozluk.com/entry/28896780,,,,,,
imansizlari korkutandir.,writeitright,08.06.2012 00:10,https://eksisozluk.com/entry/28896798,,,,,,
kucukyali da oturan teyzemin adana da oturan bizden ogrendigi deprem..,sallasana sallasana mendilini,08.06.2012 00:11,https://eksisozluk.com/entry/28896800,,,,,,
izmir'den de hissedilmis deprem.,saygideger deli,08.06.2012 00:11,https://eksisozluk.com/entry/28896804,,,,,,
tekerlekli sandalyede beni hic sallamamis depremdir. evde de kimse anlamadi. anadolu yakasinda olay ne.,cekleri vadeye gore sirala,08.06.2012 00:11,https://eksisozluk.com/entry/28896805,,,,,,
egede izmir ve manisa'da da net bir sekilde hissedilmis. allahim sana geliyorum!,datsilaspatkom,08.06.2012 00:11,https://eksisozluk.com/entry/28896808,1,izmir,,,2,
uskudar-yavuzturk'te hissedilmemis depremdir. muhtemelen marmara'ya yakin kisimlarda ve saglam olmayan binalarda hissedilmistir.,bu adam adam olmaz,08.06.2012 00:11,https://eksisozluk.com/entry/28896811,,,,,,
"haber kanallarinin ""deprem uzmanlari"" ile canli yayinda muhabbetini yaptiklari depremdir. o degil de deprem uzmani olmak da zor is yahu. gecenin bir vakti deprem olsun, sicak yatagindan kalk, canli yayinda ""debremle yasamaya alisin kardisim"" de dur her kanalda. bursa'dan hissedemedim ben bu depremi. oyle de yayilmis yatiyordum halbuki.",sonsuza kadar yiyebilen adam,08.06.2012 00:11,https://eksisozluk.com/entry/28896815,,,,,,
istanbulda hissetmedik diyenlere sasirip kaldigim deprem..  bildigin uyandirdi hoca..,fatosela,08.06.2012 00:11,https://eksisozluk.com/entry/28896818,,,,,,
"siz depremi konusurken; milletvekili maaslari zamlandi, benzine zam geldi, 3. kopru ihalesi yabancilara verildi, kurtaj yasaklandi, bla bla bla iyi uykular turkiyem.. saka lan saka yapmasam su geyigi icimde kalirdi.. ice dogru sicirttran depremdir..",betos,08.06.2012 00:12,https://eksisozluk.com/entry/28896824,,,,,,
"rasathane verilere gore tam olarak 40.8483,27.9210 koordinatlarinda gerceklesmis deprem.",coldeki eskimo,08.06.2012 00:12,https://eksisozluk.com/entry/28896825,,,,,,
"kadikoy'den zerre hisstemedigim deprem. yalniz tam da telefonda sevgiliyle konusurken olmasi, onun korkudan naapacagini bilememesi falan. cok caresiz hissettim bi an be sozluk.",pis sey,08.06.2012 00:13,https://eksisozluk.com/entry/28896839,,,,,,
<bkz: #28896829 >,bardas skleros,08.06.2012 00:13,https://eksisozluk.com/entry/28896841,,,,,,
bizi cok salladi. oyle boyle degil yerimizde duramadik. senin mahallende duyuldu mu diye cok merak ettiydik zaten biz. bi siktirip gidiniz efendim. her dogal afette olmaz ki. sonra sozluk coktu. coker tabi.,rda,08.06.2012 00:13,https://eksisozluk.com/entry/28896845,,,,,,
"gecenlerde bir arkadas burada annemin icine dogdu deprem olacak demisti bir baslik altinda. venus'un gecisi, yetkililerin bilmem kac gun once istanbul'da bilmem kac tarihinden once buyuk bir deprem olmasi sasirtici olurdu demesi falan yusuf yusuf ettirdi gece gece.",e a p,08.06.2012 00:14 ~ 00:18,https://eksisozluk.com/entry/28896858,,,,,,
bilecik diye bir yerin aslinda olmamasi sebebiyle hissedilmemistir dogal olarak.,cbsy,08.06.2012 00:14 ~ 00:15,https://eksisozluk.com/entry/28896860,,,,,,
trt 1'de star wars izlerken force kullanmayi denedim ve deprem oldu. bunun sorumlusu ben olabilirim. herkesten ozur diliyorum.,darkest hour,08.06.2012 00:14,https://eksisozluk.com/entry/28896863,,,,,,
sozlugun amina koymustur. bi durun lan habire server too busy!,kahcob,08.06.2012 00:15,https://eksisozluk.com/entry/28896870,,,,,,
"istanbul maslak tarafinda hic anlasilmamistir. ancak benden de kaynaklaniyor olabilir. pek hassas biri sayilmam. ne var ki depremsever televizyoncular tuylerimi diken diken etmeye yetiyor. iste ntv'de <guya ciddi olacak> haber spikeri uzmanin birini bulmus lafi uzattikca uzatiyor. sesiyle illa ki bir heyecan katmaya calisiyor. uzman da ayni laflari soyleyip duruyor, efendim depremle yasamayi ogrenmeliyiz, toplum bilinclendirilmeli, panige gerek yok vs. beklenen istanbul depremi gelse su medyacilarin gozune uyku girmeyecek. yok calismaktan degil, sevincten.",mandir,08.06.2012 00:15 ~ 00:16,https://eksisozluk.com/entry/28896882,,,,,,
<bkz: madonna istanbul'u salladi >,zepzipzop,08.06.2012 00:15,https://eksisozluk.com/entry/28896892,,,,,,
hem kandilliye hem de http://emsc-csem.org/ a ulasilamamaktadir,herseyehedehodoyazanbilgisayarci,08.06.2012 00:16 ~ 00:17,https://eksisozluk.com/entry/28896896,,,,,,
5.6 olmus,herseyehedehodoyazanbilgisayarci,08.06.2012 00:16,https://eksisozluk.com/entry/28896902,,,,,,
umraniyeden hissedilmeyendir.,countofmontecristo,08.06.2012 00:16,https://eksisozluk.com/entry/28896907,,,,,,
hayatinda toplasan 5 tane depremi anca hissetmis biri olarak yine hissetmedim. 6.5 alti etkilemiyor beni herhalde. umarim can kaybi yasanmamistir. cezzar dede bakirkoy'den bildirdi.,cezzar dede,08.06.2012 00:17,https://eksisozluk.com/entry/28896923,,,,,,
cihat akbel 'in bedduasindan kaynaklanmis olabilir: https://twitter.com/…kbel/status/210736649196412929,hepiniz kafayi yemissiniz,08.06.2012 00:17,https://eksisozluk.com/entry/28896924,,,,,,
"su depremi hisseden istanbullularin panik yapmasina gerek yoktur, binalari olmasi gerektigi gibi esnek olabilir. kotu zemin diye dusunmemek lazim hemen",basel2k,08.06.2012 00:17,https://eksisozluk.com/entry/28896929,,,,,,
"ilk haber verenin ben olup olmadigimi merak ettigim depremdir... gozlemim oyle oldugunu gostermistir... saatler 23,55 klavye sallaniyordu harfler gidip geliyordu durun haber verecem demistim. <bkz: #28896507 > ayni anda bir arkadas daha klavyeyle bogusuyormus hakkini yemeyelim. <bkz: beholderrulez, 07.06.2012 23:55> #28896498 > hatta entry numarasi onu one atiyor.",stockholm sen de mi,08.06.2012 00:17 ~ 00:23,https://eksisozluk.com/entry/28896931,,,,,,
"her depreme istanbul depremi denmemesi gerektigini belirten kanaat onderlerinin arz-i endam etmesini saglayan tabiat aktivitesi. ha bu arada; hadi bagalim atayistler, bunu da aciklayin!",mehmet fesa,08.06.2012 00:18,https://eksisozluk.com/entry/28896948,,,,,,
yurdun terasinda otururken gotumden titreten deprem. memleketimde olmus deprem eshefle kinadim.,her name is alice,08.06.2012 00:18,https://eksisozluk.com/entry/28896955,,,,,,
"kemerburgaz da hissettirmedi, sadece evdeki muhabbet kuslari baya cildirdi, konustum yatistilar.",khaledome,08.06.2012 00:18,https://eksisozluk.com/entry/28896958,,,,,,
"28 subat darbesinin bir baska versiyonu olabilecek bir deprem. netekim, deprem sallanti ile hepimizi korkutmustur ve biz de bundan korku duyarak daha dikkatli davranmaya calisiriz. bir postmodern darbede de yurutulen tanklar ile birlikte halkin demokratik iktidardan korkmasi saglanarak ona karsi temkinli davranmasi gerekir. bu depremin yeni bir 28 subat darbesine yol acmamasi icin askeri vesayet e karsi tum gucumuzle durmaliyiz.",slavoy jijek,08.06.2012 00:19,https://eksisozluk.com/entry/28896962,,,,,,
<bkz: kutahya'daki deprem istanbul'da korku yaratti > yine en kiymetli canlarin istanbul'da yasadigina sahit oldugumuz deprem.,kamburkelimat,08.06.2012 00:19,https://eksisozluk.com/entry/28896969,,,,,,
"babam kizini alip arabaya yatmaya gitmistir bu zelzele sebebiyle,  karisi ve oglunu evde birakarak. ibretlik... <yer :edirne>",gunbegun,08.06.2012 00:21,https://eksisozluk.com/entry/28896989,1,edirne,,,2,
kandilliye gore ufak artcilarla devam eden depremdir. azalarak bitmesini umuyorum. http://www.koeri.boun.edu.tr/scripts/lst0.asp,vespa,08.06.2012 00:21 ~ 00:22,https://eksisozluk.com/entry/28896990,,,,,,
yalovada hissedemedigim deprem olsa gerek .,omerinh0,08.06.2012 00:21,https://eksisozluk.com/entry/28896999,,,,,,
izmir'den de hissedilen depremdir.,balkabagi tozu,08.06.2012 00:21,https://eksisozluk.com/entry/28897004,1,izmir,,,2,
inci sozluk de erken hissedilmistir. http://inci.sozlukspot.com/e/84321298/,uzman pratisyen,08.06.2012 00:22,https://eksisozluk.com/entry/28897007,,,,,,
"merkez ussu: http://prntscr.com/a9pxa son bilgilere gore herhangi bir yikim ve can kaybina yol acmayan depremdir. bu arada verdigim caps, kandilli rasathanesi'nin sitesinden alinmistir...",bobby mcferrin,08.06.2012 00:22,https://eksisozluk.com/entry/28897014,,,,,,
