Entry,User,EntryDates,EntryLinks,e_feel,e_city,e_town,e_neighborhood,e_intensity,e_guess
bornova fena sallamistir.,e bayar,08.08.2019 11:44,https://eksisozluk.com/entry/93657173,1,izmir,bornova,,2,
bornovada da fena sallamis depremdir.,pretium,08.08.2019 11:46,https://eksisozluk.com/entry/93657264,1,izmir,bornova,,2,
bornovada balkonda sigara icerken yakalandigim deprem. su yasima kadar izmir'de cok deprem gordum cogunda geri uyudum falan ama bu sefer sigarami birakip iceri kactim,hayatim olmus isler gucler,08.08.2019 11:46,https://eksisozluk.com/entry/93657285,1,izmir,bornova,,2,
buca'da hissedilen deprem.,orangutmayan,08.08.2019 11:40,https://eksisozluk.com/entry/93656847,1,izmir,buca,,2,
buca'da fena sallamistir. 5 saniye kadar surdu.,brownest,08.08.2019 11:41,https://eksisozluk.com/entry/93656931,1,izmir,buca,,2,
sirinyeri fena sallamistir,baggio35,08.08.2019 11:45,https://eksisozluk.com/entry/93657249,1,izmir,buca,,2,
"buca tarafinda da cok salladi. deprem bitikten sonra ilk kim baslik acmistir diye dusundum,benim psikolojim ile niye oynuyorsunuz arkadas. bir insan bunu dusunur mu hic.",serhiskafka,08.08.2019 11:53,https://eksisozluk.com/entry/93657599,1,izmir,buca,,2,
balikesir burhaniyeden kendini hissettiren deprem,kikiki,08.08.2019 11:44,https://eksisozluk.com/entry/93657153,1,balikesir,burhaniye,,2,
"alacati’yi gumbur gumbur salladi, fakat oturanlar her zaman oldugu gibi daha fazla hissetti. boyle bir konuda gulmek istemezdim ama deprem daha sallamaya devam ederken, sevgili esim yorumlari merak ederken, eksiye bak yazmislardir dememe kalmadi kocaman bir oha nasil yazsinlar simdi tepkisi aldim. sizinle gurur duyuyorum, canini tehlikeye atip salisesinde baslik acan yazardaslarim.",limon kabugumu,08.08.2019 12:10,https://eksisozluk.com/entry/93658262,1,izmir,cesme,alacati,2,
cesmeden bile hissedilmistir.,duzensiz siki bag dokusu,08.08.2019 11:44,https://eksisozluk.com/entry/93657144,1,izmir,cesme,,2,
cesme'de saniyelik bas donmesi seklinde zuhur etmistir.,mystyc,08.08.2019 12:44,https://eksisozluk.com/entry/93659406,1,izmir,cesme,,1,
cigli 10 saniye kadar sallandik.,ozelsektormen,08.08.2019 11:40,https://eksisozluk.com/entry/93656869,1,izmir,cigli,,2,
cigli kipa avm de panige sebep olan depremdir. fena salladi,melll in,08.08.2019 11:41,https://eksisozluk.com/entry/93656948,1,izmir,cigli,,3,
ciglide oturdugum sandalyede bir sure sallandim basta sandalyenin ayagindan dolayi oldugunu dusunmustum avize cok sallanmiyordu cunku. kuzenim de mesaj atinca anladim isin aslini.,thedirectorvetra,08.08.2019 11:50,https://eksisozluk.com/entry/93657468,1,izmir,cigli,,1,
didim'de hissettim yaklasik 6 saniye surdu,urgot,08.08.2019 11:41,https://eksisozluk.com/entry/93656933,1,aydin,didim,,2,
edremit ufaktan bi sallandi,cagolimato,08.08.2019 11:47,https://eksisozluk.com/entry/93657323,1,balikesir,edremit,,2,
foca’da oldukca hissettik; neyse ki kisa surdu. alisik oldugumuz icin cok panikletmedi.,babylove2,08.08.2019 13:42,https://eksisozluk.com/entry/93661507,1,izmir,foca,,2,
gaziemir’de fena salladi.,fakir ama mutlu,08.08.2019 11:40,https://eksisozluk.com/entry/93656864,1,izmir,gaziemir,,2,
gaziemir'de duvara tutunmama sebep olacak kadar hissedilmistir.,cikileta cikita,08.08.2019 11:41 ~ 11:42,https://eksisozluk.com/entry/93656899,1,izmir,gaziemir,,3,
gaziemir tarafinda etkili hissedilen deprem.,thejeweler23,08.08.2019 11:43,https://eksisozluk.com/entry/93657077,1,izmir,gaziemir,,2,
gaziemir hissetmistir.,kahvetelvesi,08.08.2019 11:47 ~ 11:48,https://eksisozluk.com/entry/93657345,1,izmir,gaziemir,,2,
"gaziemir den de fena sekilde hissedilmistir. ancak takildigim baska bi sey var. bazi yavsaklar buraya gelip ""feci sallasa buraya yazamazsiniz hafif sallamistir bi bok olmaz "" diye entry girmis. ulan yavsak olsek daha mi mutlu olcaktin ?salladi iste. siddetli dememiz icin illa enkaz altindan mi yazmamiz gerekiyor entry i.",regresyon,08.08.2019 12:11 ~ 12:22,https://eksisozluk.com/entry/93658300,1,izmir,gaziemir,,2,
gaziemir de sahane hissedilmis depremdir. eski bi binadaydik binayi bosalttik panikten.,esasen ne desem bilemedim,08.08.2019 12:58,https://eksisozluk.com/entry/93659893,1,izmir,gaziemir,,4,
balikesir gomec civarlarinda uykudan uyandirmistir.,mkbayazit,08.08.2019 11:50,https://eksisozluk.com/entry/93657481,1,balikesir,gomec,,4,
guzelbahce'de oldukca hissettiren deprem..,arvo part,08.08.2019 11:42,https://eksisozluk.com/entry/93657021,1,izmir,guzelbahce,,2,
"istanbul kagithane,de hissettigimiz deprem.",khaledome,08.08.2019 11:42,https://eksisozluk.com/entry/93657018,1,istanbul,kagithane,,1,
karabaglar'da milleti disari firlatan deprem. cok korktum babalar,karincayiyenzombie,08.08.2019 11:44,https://eksisozluk.com/entry/93657160,1,izmir,karabaglar,,5,
"oooo etkileyiciydi. bu arada dunyanin en rahat kedisiyle yasiyorum sanirim, soyle bir kafasini kaldirip bakindi ve yatmaya devam etti. iyice bana benzedi amk tanim; karsiyaka’dan gayet net hissedilen depremdir.",mcmlxxix,08.08.2019 11:40 ~ 11:52,https://eksisozluk.com/entry/93656831,1,izmir,karsiyaka,,2,
karsiyaka iskeleyi de fena halde sallamis depremdir. besikte gibi salindik azizim.,calba,08.08.2019 11:40,https://eksisozluk.com/entry/93656895,1,izmir,karsiyaka,,3,
"yaklasik 10 saniye hissettim, konum: karsiyaka.",napervass,08.08.2019 11:41,https://eksisozluk.com/entry/93656940,1,izmir,karsiyaka,,2,
lan daha 3 dakika olmadan ne ara bu kadar entry girildi ? en az 15 saniye karsiyaka bolgesinde de iyi sallandik.,ben de yazijem hea,08.08.2019 11:47,https://eksisozluk.com/entry/93657350,1,izmir,karsiyaka,,2,
karsiyaka’da 2 dalga halinde vurmus olan depremdir. lan ne cabuk yaziyorsunuz yetisemiyoruz. 4.8 diyolla..,voluspa,08.08.2019 11:58,https://eksisozluk.com/entry/93657811,1,izmir,karsiyaka,,2,
"bornova'da ayakta yakalayan depremdir. sanirim bu yuzden esimin ""deprem oluyor"" demesi ve ahizelerin sallanmasiyla fark ettim. nazar degmesin ama bizim 30 yillik bina ve zemini gercekten saglam sanirim. depremleri genelde daha hafif hissediyoruz.",kamajikaciya,08.08.2019 11:59,https://eksisozluk.com/entry/93657845,1,izmir,karsiyaka,,2,
manisa osb'den hissedilmistir...,albaynikolayev,08.08.2019 11:53,https://eksisozluk.com/entry/93657596,1,manisa,yunusemre,kecilikoy,2,
"muhtemelen seferihisar, bayadir uykudaydi, tahminim 4.5 civari. konum kemalpasa",rg7321,08.08.2019 11:45,https://eksisozluk.com/entry/93657220,1,izmir,kemalpasa,,2,4.5
manisa guzelyurt ta 7.katta besik gibi sallanmamiza neden olan deprem. hanimin korku dolu bakislariyla gecen saniyeler insana saatler gibi geldi.,anzurbayev,08.08.2019 13:17,https://eksisozluk.com/entry/93660580,1,manisa,konak,guzelyurt,2,
goztepede ice ice sictirtti,nitrious,08.08.2019 11:41,https://eksisozluk.com/entry/93656917,1,izmir,konak,goztepe,2,
goztepe’de fena sallamistir. 10 saniyeden uzun surdu.,muz orta yapan topcu,08.08.2019 11:41,https://eksisozluk.com/entry/93656921,1,izmir,konak,goztepe,2,
"dun degil onceki gun de hafif sallamisti. merkez ussu bornovaydi. fena salladi bugunku, 10-12 sn surdu. goztepeden bayagi hissedildi. 4.5 olabilir",planktoncuk,08.08.2019 11:46,https://eksisozluk.com/entry/93657293,1,izmir,konak,goztepe,2,4.5
"konak esrefpasayi feci sallamistir. israr uzerine edit: ilk vurdugunda elektrik, internet gitmediyse izmir'de yikici deprem meprem olmaz akides. basligi actim, radamel falcao garcia basligini okumaya devam ettim. gel gari insafsiz.",turkeytoeu,08.08.2019 11:39 ~ 13:24,https://eksisozluk.com/entry/93656809,1,izmir,konak,esrefpasa,2,
uf uf uf besik gibi salladi. konum: alsancak kordon.,karismak istemem ama,08.08.2019 11:41 ~ 11:44,https://eksisozluk.com/entry/93656901,1,izmir,konak,alsancak,2,
"alsancak bolgesinden bildiriyorum, saglam salladi. birader deprem olsa da baslik acsak diye nobet mi tutuyorsunuz lan.",charriere,08.08.2019 11:41,https://eksisozluk.com/entry/93656942,1,izmir,konak,alsancak,2,
alsancak fena sallandi ya,her seyi giben adam,08.08.2019 11:41,https://eksisozluk.com/entry/93656946,1,izmir,konak,alsancak,2,
alsancak'ta iyi sallamistir. gecmis olsun.,keinsystemistsicher,08.08.2019 11:42,https://eksisozluk.com/entry/93656995,1,izmir,konak,alsancak,2,
alsancak kordon'da eski bir koskun icindeyim varin dusunun ne kadar sallandik.,kuturkuturyesilpapazerik,08.08.2019 11:43,https://eksisozluk.com/entry/93657120,1,izmir,konak,alsancak,2,
"alsancakta 50 yillik binada calisan biri olarak cok cok fena salladi yeter artik ulan geberip gidecez curuk binalarda. zaten kordondaki binalarin alti deniz, 50 yillik binanin temeli falan kalmamistir yandaki daha genc binalar sayesinde ayakta duruyoruz yemin ediyorum",novarico,08.08.2019 11:44,https://eksisozluk.com/entry/93657129,1,izmir,konak,alsancak,2,
alsancak’tayim ve cok fena hissettik. catir cutur sesler geldi ve bitmedi.,yahepyahic,08.08.2019 11:51,https://eksisozluk.com/entry/93657540,1,izmir,konak,alsancak,3,
alsancakta insanlari sokaga doken deprem,cloudflare ddos atan hacker,08.08.2019 12:39,https://eksisozluk.com/entry/93659220,1,izmir,konak,alsancak,5,
acayip salladi pasaportta,bluesponge,08.08.2019 11:40,https://eksisozluk.com/entry/93656861,1,izmir,konak,,2,
bu sefer basligi ben acacam diye geldim 50 tane entry var. puh yaziklar olsun. cankaya'da hunharca sallamis depremdir.,aynen jhonny waynen,08.08.2019 11:42,https://eksisozluk.com/entry/93657034,1,izmir,konak,cankaya,2,
"izmir, konak'tan bildiriyorum; odun b*ka karismasi durumuna yaklastim.",tebrizmir,08.08.2019 11:42,https://eksisozluk.com/entry/93657053,1,izmir,konak,,2,
hassas popom her depremi hissettiginde teyit icin eksi sozlugu aciyorum. konak tarafinda hissedilen deprem.,zengin komunist,08.08.2019 11:44,https://eksisozluk.com/entry/93657177,1,izmir,konak,,2,
esrefpasa fena sallandi,merkz,08.08.2019 11:45,https://eksisozluk.com/entry/93657207,1,izmir,konak,esrefpasa,2,
konak'ta besik gibi hissedilen deprem. o kadar narin bir sallanisi var ki... korkutmamali aksine sevindirmeli bu kucuk depremler. stresi aliyor. yillardir ege bolgesi boyle tatli tatli sallaniyor.,dedim ve entere bastim,08.08.2019 11:45,https://eksisozluk.com/entry/93657215,1,izmir,konak,,2,
"6.5 yazan olmus... bina mi yikildi kardes 6.5 ne? 5.1 buyuklukte seferihisar'dan izmir-konak bolgesini tahminen 3.5, 4 civarinda sallamis depremdir. merkez izmir 5.8 , 6.5 yazanlar gercekten 6.5 depremi diplerinde hissetmezler umarim anlamak icin. gaza gelmeyin, hemen moda girmeyin. ayrica izmir merkez bolgeler az bucuk sallanmistir, ""cok fena"" veya ""besik gibi"" degil.",gloomy,08.08.2019 11:54,https://eksisozluk.com/entry/93657676,1,izmir,konak,,1,3.5
"cankaya'da siddetli hissdilen depremdir. disariya ciktik hemen ve simdi girdik ofise. ancak gordugum kadariyla olmasi gereken, binayi tahliye edip can guvenligi almak yerine sozlukte baslik doldurmakmis. yoksa bu kadar insan deprem sirasinda basliga entry doldurmaya calismazdi.",indirkaldirhavalandir,08.08.2019 11:56,https://eksisozluk.com/entry/93657726,1,izmir,konak,cankaya,3,
"depremin yarisinda saate baktim 11:40'ti, ilk entry 11:39. kopek reis evin altinda kalacagini bilse ilk deprem entrysini girmeye calisir... t: izmir konakta 5 siddetiyle hissedilen deprem",feldherrnhalle,08.08.2019 12:01,https://eksisozluk.com/entry/93657934,1,izmir,konak,,2,5
yuksek katli binada olmanin ne denli sikintili oldugunu gosteren deprem olmustur. mistral kule durmadi 5 dk,yalan mi solicem,08.08.2019 12:19,https://eksisozluk.com/entry/93658557,1,izmir,konak,cinarli,2,
halen sallaniyorum aq. yer: kusadasi,turkiyeden bikan pilot,08.08.2019 11:40,https://eksisozluk.com/entry/93656860,1,aydin,kusadasi,,2,
kusadasi'ndan anlik hissedilmistir.,kalphastasi,08.08.2019 11:42,https://eksisozluk.com/entry/93657027,1,aydin,kusadasi,,2,
kusadasinda hissettigim depremdir.,birdisland,08.08.2019 11:44,https://eksisozluk.com/entry/93657186,1,aydin,kusadasi,,2,
kusadasi’nda uykumu yok etmistir. buralarda deprem sik sik oluyor da hep o an “ya buyuk bir depremse” diye aklimdan geciyor ve napardim diye dusunuyorum.,kochak,08.08.2019 11:45,https://eksisozluk.com/entry/93657257,1,aydin,kusadasi,,2,
kusadasi guzelcamli fena titretti,alayinizin mina korum,08.08.2019 11:52,https://eksisozluk.com/entry/93657571,1,aydin,kusadasi,guzelcamli,2,
kusadasi kadinlar plajinda alttan hafif saplak atmistir.,rock vale,08.08.2019 12:05,https://eksisozluk.com/entry/93658072,1,aydin,kusadasi,,2,
gumuldur'de fena salladi. ufak bir artci sok daha geldi bunu yazarken,andjusticeforall95,08.08.2019 11:41,https://eksisozluk.com/entry/93656907,1,izmir,menderes,gumuldur,2,
"depremin merkezinde bir bolge olan gumuldur tarafinda mustakil bir evde otururken oldu. hayatimda ilk kez depremin yerden siddetli bir sekilde sesle geldigini duydum. daha once hic deprem sesi duymamistim. bina sesi, esya sesi falan degildi bu. resmen yerin altinda bir patlama yasanmis gibi bir ses duydum. depremde heyecan yapan biri degilimdir. herkes kosusturup, soka girerken, ben olan biteni izlerim. biter bitmez, en fazla 5 oldugunu ve cevremizde bir yerlerde meydana geldigini yanimdakilere soyledim.",real fener,08.08.2019 12:25,https://eksisozluk.com/entry/93658790,1,izmir,menderes,gumuldur,3,5
cok gurultulu geldi ve hâlâ devam ediyor . ben 6 tane sayabildim. gumuldur taraflarindayim,sonbisikletci,08.08.2019 12:59,https://eksisozluk.com/entry/93659923,1,izmir,menderes,gumuldur,3,
menderes'te cok asiri sallamasa da 10 sn falan hissedilen deprem.,lan ben geldim,08.08.2019 11:54,https://eksisozluk.com/entry/93657639,1,izmir,menderes,,2,
menemen’i oynatti kucaginda. puanim 5.5,royalmagrur,08.08.2019 11:41,https://eksisozluk.com/entry/93656949,1,izmir,menemen,,2,5.5
aydin merkezden de hissedilen depremdir.,buffydevampirsayilir,08.08.2019 11:46,https://eksisozluk.com/entry/93657270,1,aydin,merkez,,2,
narlidere 10.katta ice dogru sicirtmistir. ayrica 5.1'e yukselttiler emsc'de.,montecarlogray,08.08.2019 11:49 ~ 11:50,https://eksisozluk.com/entry/93657442,1,izmir,narlidere,,2,
nazilli'den de hissedilen deprem.,saseskir,08.08.2019 11:56,https://eksisozluk.com/entry/93657738,1,aydin,nazilli,,2,
seferihisar fena hissedildi. oyle boyle degil. lan daha yeni oldu nasil konu actiniz olmadan.,al yeleli arslan,08.08.2019 11:40,https://eksisozluk.com/entry/93656896,1,izmir,seferihisar,,3,
seferihisar da fena sallandik. 3.5-4 arasi gibi bir siddet olabilir. edit: 2-3 km yakinimizda 5.1 siddetinde olarak guncellenmis,cosmology,08.08.2019 11:44 ~ 12:43,https://eksisozluk.com/entry/93657159,1,izmir,seferihisar,,2,3.5
merkez ussu seferihisar degilse ben bir sey bilmiyorum. cok saglam hissedildi.,al yeleli arslan,08.08.2019 11:46,https://eksisozluk.com/entry/93657306,1,izmir,seferihisar,,2,
"seferihisar’da oldukca siddetli hissedilmis deprem. dunden beri kusadasi-ege denizinden 2-3 buyuklugu arasinda deprem olmus bakinca, gecmis olsun izmirim... edit: oldukca sig bir deprem; 5 km derinde olmus, o bakimdan seferihisar'daki serpantin leri ve flis izmir zeminini dusununce bu kadar yogun hissedilmesi mantikli hale gelen deprem. bugun ara ara ufak ufak devam edebilir. gun icindeki ufak depremleri merak edenler buradan takip edebilir. ancak sismograflarin depremleri cozumlemesi biraz vakit aldigindan aciklamalari es zamanli goremiyoruz. konuyla ilgili rapor yayinlanmis; !",zelyot,08.08.2019 11:49 ~ 10.08.2019 21:52,https://eksisozluk.com/entry/93657452,1,izmir,seferihisar,,2,
"sigacik'da cok saglam vurdu. kisa surdu ama saglam salladi. korkudan yataktan ziplayarak uyandim, umarim devami gelmez.",guybrush the mighty pirate,08.08.2019 11:54,https://eksisozluk.com/entry/93657652,1,izmir,seferihisar,sigacik,2,
seferihisari fena sallamis depremdir. korkuyla evden disari firlatan bi deprem oldu.,candicegranchester,08.08.2019 12:05,https://eksisozluk.com/entry/93658094,1,izmir,seferihisar,,3,
seferihisar'da artcilari devam eden deprem. az once bir kez daha omur beldesi tarafinda hissedilmistir.,dereinzigeundseineigentum,08.08.2019 12:33,https://eksisozluk.com/entry/93659039,1,izmir,seferihisar,,2,
torbalida hissedildi 4-5 saniye iyi sallandik.,gejugur,08.08.2019 11:41,https://eksisozluk.com/entry/93656969,1,izmir,torbali,,2,
"torbali'da da hissedilmis, 2-3 saniye kadar surmus depremdir. kiyi seridini ciddi etkiledigine gore merkez ussu ege denizi olmali.",trejemu,08.08.2019 12:21,https://eksisozluk.com/entry/93658633,1,izmir,torbali,,2,
manisa turgutlu'da mudurler tarafindan hissedilmistir. valla beni pek sallamadi deprem.,muharrem89,08.08.2019 11:48,https://eksisozluk.com/entry/93657371,1,manisa,turgutlu,,2,
urla'da deli gibi hissedilendir,nescafe3in1,08.08.2019 11:40,https://eksisozluk.com/entry/93656833,1,izmir,urla,,3,
urla’da da delicesine salladi. izmir’de bir yerde denizde olmus olmali. 4’un uzerindeydi kesin.,huthut,08.08.2019 11:41,https://eksisozluk.com/entry/93656938,1,izmir,urla,,2,4
urla'dan bildiriyorum guzel titretti. istanbuldan geldigim kabak gibi belli oldu.,casusk26,08.08.2019 11:44,https://eksisozluk.com/entry/93657146,1,izmir,urla,,2,
"urlada, gum diye birden vurup cok kisa suren depremdir. evdeki 4 tane bebisin * aklini cikaracak sekilde de gurultuluydu.",huysuz ve hapli kadin,08.08.2019 11:52,https://eksisozluk.com/entry/93657568,1,izmir,urla,,3,
"bana ""gule gule don kasabana, bir daha 2 ay kalma buralarda"" demistir. lokasyon urla iskele.",pratisyen docent,08.08.2019 12:02,https://eksisozluk.com/entry/93657967,1,izmir,urla,iskele,2,
"urla icmelerde siddetli hissedildi yerin hemen 5 km altinda olmasi buna etken sanirim ve halen daha artcilari devam etmekte, o degilde; 08.08.2019 11:39:07 deprem saati 08.08.2019 11:39 turkeytoeu ilk entry vay arkadas",mad3579,08.08.2019 13:42,https://eksisozluk.com/entry/93661518,1,izmir,urla,,2,
"su an olandir. <bkz: sozlukculerin en eften puften basarilari > not:deprem olurken sallana sallana entry girmek de ayri zevkmis. not2:eksi sozluk sismik got agi gururla sundu, bir sonraki depremde gorusmek uzere.",monsterball,08.08.2019 11:39 ~ 13:04,https://eksisozluk.com/entry/93656812,,,,,,
su anda olmakta olan depremdir.,muhabbet 35,08.08.2019 11:39,https://eksisozluk.com/entry/93656816,,,,,,
sallandik,krofosyonel,08.08.2019 11:40,https://eksisozluk.com/entry/93656821,,,,,,
aniden vurdu.,izmirlibambam,08.08.2019 11:40,https://eksisozluk.com/entry/93656822,,,,,,
<bkz: plakalar agir vergiler altinda eziliyordu > ooff off salladi cok fena. sismik gotume gore 4.2 siddetinde. edit: adam ozelden kaynak sormus ya...kaynak gotum. edit2: resmi kaynaklara gore 4.8 siddetindeymis . merkez ussu seferihisar yakinlari.,excelsior was here,08.08.2019 11:40 ~ 11:57,https://eksisozluk.com/entry/93656827,,,,,,4.2
guzelce sallamis deprem. urkuttu.,minnoklokumcuk,08.08.2019 11:40,https://eksisozluk.com/entry/93656832,,,,,,
feci sallandik! edut: nokta atisi yer haritasi -> https://pasteboard.co/irixmv3.jpg,strobist,08.08.2019 11:40 ~ 13:01,https://eksisozluk.com/entry/93656838,,,,,,
daha devam ediyo mk. edit: deprem oldugu anda sozlukte baslik acilmis ve 14 tane entry girilmisti bile. bu nasil hiz kardesim.,harun123456,08.08.2019 11:40 ~ 11:48,https://eksisozluk.com/entry/93656846,,,,,,
ulan ne ara yazdiniz,wehatelovewelovebeer,08.08.2019 11:40,https://eksisozluk.com/entry/93656851,,,,,,
fena sallamistir,paraustunualmayanadam,08.08.2019 11:40,https://eksisozluk.com/entry/93656852,,,,,,
fena vurdu.,naletolsun,08.08.2019 11:40,https://eksisozluk.com/entry/93656853,,,,,,
oyle boyle sallamamistir.,hayatin olagan akisi,08.08.2019 11:40,https://eksisozluk.com/entry/93656857,,,,,,
daha cok earth tremor denebilir. alttan vurdu simdi.,de payens,08.08.2019 11:40,https://eksisozluk.com/entry/93656870,,,,,,
"fena vurmustur 4,8 tahmini",dinimiz berghain amin,08.08.2019 11:40,https://eksisozluk.com/entry/93656876,,,,,,4.8
cok kotu sallandik. 4.3 foca tahminim.,pistonasagi,08.08.2019 11:40 ~ 11:42,https://eksisozluk.com/entry/93656880,,,,,,4.2
saniyeler once hepimizi yerinden firlatti zor zamanlar zor gunler.,hakikat yolcusu,08.08.2019 11:40,https://eksisozluk.com/entry/93656881,,,,,,
bitmedi lan,marilyn manson un makyaji,08.08.2019 11:40,https://eksisozluk.com/entry/93656883,,,,,,
yaklasik 20 saniye suren depremdir bu sefer odamda da hissedildi,yazamamkiben,08.08.2019 11:40,https://eksisozluk.com/entry/93656887,,,,,,
yaklasik 47 dk. falan surdu sanirim. oha!,the spy in the attic,08.08.2019 11:40,https://eksisozluk.com/entry/93656890,,,,,,
hâlâ ufakca sallamaktaydi bu entry'e baslanirken.,smk,08.08.2019 11:40,https://eksisozluk.com/entry/93656891,,,,,,
hazir mi bekliyorsunuz amk.,ismaill,08.08.2019 11:41,https://eksisozluk.com/entry/93656900,,,,,,
ben duyduguma gore 4'ten buyuktur.,dedi kuzgun,08.08.2019 11:41,https://eksisozluk.com/entry/93656902,,,,,,4
o neydi gizz,iki nolu karamazov,08.08.2019 11:41,https://eksisozluk.com/entry/93656903,,,,,,
deprem sirasinda ilk yapilacaklar listesi: 1-> eksi sozluge entry girmek.,virios,08.08.2019 11:41,https://eksisozluk.com/entry/93656905,,,,,,
"cok fena salladi, yillardir boyle hissettigim deprem olmamisti.",epack,08.08.2019 11:41,https://eksisozluk.com/entry/93656906,,,,,,
ulan bu ne hiz nasil bir got var sizde,xorxor benim ulan kim aldi,08.08.2019 11:41,https://eksisozluk.com/entry/93656911,,,,,,
saglam salladi merkez ussu yakinsa 5.7 uzaksa 6.5,uyuyankral,08.08.2019 11:41,https://eksisozluk.com/entry/93656923,,,,,,5.7
uykuma geri donmemi engellemeyecek deprem,depremoldudiyeyazmakicingeldim,08.08.2019 11:41,https://eksisozluk.com/entry/93656927,,,,,,
bu ne hiz arkadas,guacamolesizcipsyemem,08.08.2019 11:41,https://eksisozluk.com/entry/93656935,,,,,,
bu ne hiz lan? arkadas ben masanin altindan yeni ciktim. bravo valla.,unutulansifre,08.08.2019 11:41,https://eksisozluk.com/entry/93656952,,,,,,
"arkadasin beyni nasil sallandiysa yanlis tarihte yasiyor edit: 7 agustos 2019 izmir depremi basligindaydi, entarimiz dogru basliga tasinmis",her boka gulen insan,08.08.2019 11:41 ~ 12:49,https://eksisozluk.com/entry/93656957,,,,,,
hala sallaniyoruz lan galiba,ugurcemergin,08.08.2019 11:41,https://eksisozluk.com/entry/93656960,,,,,,
bihteri kacmis bunun. olurken mi girdiniz amk.,berfinaskinsogukyuzu,08.08.2019 11:41,https://eksisozluk.com/entry/93656963,,,,,,
sasalidan bildiriyorum fena salladi.,nickitamm,08.08.2019 11:41,https://eksisozluk.com/entry/93656972,,,,,,
yemin ediyorum birileri her sabah .../... izmir depremi diye baslik yazip sekmede acik birakiyor. bu hizin baska aciklamasi olamaz.,lastras,08.08.2019 11:41,https://eksisozluk.com/entry/93656978,,,,,,
daha dun izmir'deydim tesadufen yasiyoruz vallahi.,ataride ordek vuran adam,08.08.2019 11:42,https://eksisozluk.com/entry/93656989,,,,,,
amk kim baslik acti ne ara yazdiniz bu ne hiz sallanirken mi yaziyorsunuz.,sdr9935,08.08.2019 11:42,https://eksisozluk.com/entry/93656991,,,,,,
mahallenin tamaminin yazar oldugunu anlamami saglayan deprem. esrefpasa lisesinden selamlar.,divide1337,08.08.2019 11:42,https://eksisozluk.com/entry/93656998,,,,,,
istanbuldan hissedilmeyendir.,cekikgozlubiri,08.08.2019 11:42,https://eksisozluk.com/entry/93657000,,,,,,
muhtemelen 4.5 civaridir. iyi salladi,benim dengemi bozmayiniz,08.08.2019 11:42,https://eksisozluk.com/entry/93657003,,,,,,
