Entry,User,EntryDates,EntryLinks
"oha be kardeşim, ilk sallantıda mı açtınız başlığı. bornova’yı çok fena sallamıştır.sağlam korkuttu. ekleme: depremin büyüklüğü kandilli tarafından 4.3 olarak belirlenmiş.",maylo napiyor acaba,25.01.2019 23:22 ~ 23:44,https://eksisozluk.com/entry/85937294
sallandı bayağı,moonay,25.01.2019 23:22,https://eksisozluk.com/entry/85937295
akıl almıştır.,numerey12,25.01.2019 23:22,https://eksisozluk.com/entry/85937298
sallayip duran sonra tekrar sallayan deprem yazamamkiben buca'dan bildirdi.,yazamamkiben,25.01.2019 23:22,https://eksisozluk.com/entry/85937304
heyelan gibi gümbür gümbür titretti.,emperor84,25.01.2019 23:22,https://eksisozluk.com/entry/85937306
yine yetişemedim amk. güzel sallamış deprem.,pek yaratici degilim gibi,25.01.2019 23:22,https://eksisozluk.com/entry/85937311
"lan şimdi durdu ne ara yazdınız, napıyonuz arkadaş hayatı 1 dakika önce mi yaşıyonuz. edit : 4 sayfa entry ayrıyetten 2 ayrı başlık. gerçekten tebrik ediyorum. insan değilsiniz",sokratezz,25.01.2019 23:22 ~ 23:24,https://eksisozluk.com/entry/85937312
güzel vurdu.. geçmiş olsun,arycanda,25.01.2019 23:22,https://eksisozluk.com/entry/85937318
önceden beklenilen depremdir sanırım. yoksa bu kadar hızlı başlık açılmasının bir anlamı olamaz ...,cokbilenazgezen,25.01.2019 23:22,https://eksisozluk.com/entry/85937321
4-5 saniye salladı.,tarafyok,25.01.2019 23:22,https://eksisozluk.com/entry/85937322
evdeki şom ağızlının ''tam deprem havası'' demesinden 5 dakika sonra olan deprem.,green2005,25.01.2019 23:22,https://eksisozluk.com/entry/85937327
yine sözlükten teyit ettik hadi bir de şiddeti söyleyin,alexei fyodorovich karamazov,25.01.2019 23:22,https://eksisozluk.com/entry/85937330
güzel sallandık valla. tam da deprem anında koltukta yerimi düzeltiyor olmam da işin komik tarafı oldu.,milamber,25.01.2019 23:22 ~ 26.01.2019 11:07,https://eksisozluk.com/entry/85937333
bucadayız fena sallandık. geçmiş olsun herkese,nickyliks,25.01.2019 23:22,https://eksisozluk.com/entry/85937340
"oy oy oy nasıl sallandı öyle. god of war oynuyordum, sanırım benim için bir işaret",ufo goren masum cityli,25.01.2019 23:22,https://eksisozluk.com/entry/85937342
bornova'da da ufak çaplı hissedilmiştir. yaklaşık 15-20 saniye sürdü. tanım: bir doğa olayı.,wthn,25.01.2019 23:23,https://eksisozluk.com/entry/85937343
4.8den aşağısını kabul etmiyorum.,uyuyankral,25.01.2019 23:23,https://eksisozluk.com/entry/85937348
çok derinden salladı,kahvetelvesi,25.01.2019 23:23,https://eksisozluk.com/entry/85937350
anneni sikeyim deprem. aklım çıktı amk.,heecnormal,25.01.2019 23:23,https://eksisozluk.com/entry/85937408
tebrikler herkese titreşimi götüme yeni geldi lan :),nefes1,25.01.2019 23:23,https://eksisozluk.com/entry/85937410
uykumdan uyandırmış ve korkutmuştur.,malmur,25.01.2019 23:23,https://eksisozluk.com/entry/85937411
karsiyaka merkez. baya hissettik.,suveterim cok yakisti,25.01.2019 23:23,https://eksisozluk.com/entry/85937417
durun ulan daha sallantı bitmeden ne ara başlık açtınız.,bjkahmet,25.01.2019 23:23,https://eksisozluk.com/entry/85937426
mavişehir pis sallandı. 16. katta daha çok hissedildi. yalnız başlık açmaya geldim 40 entry girilmiş. edit:107,smax03,25.01.2019 23:24 ~ 23:44,https://eksisozluk.com/entry/85937461
deprem olurken mi başlık açtınız? daha şimdi durdu. biraz sallamıştır.,hayat bos durma cos,25.01.2019 23:24,https://eksisozluk.com/entry/85937465
"sismik götler yine dakika bile geçmeden iş başında. ama seviyorum sizi sismik götler, sayenizde durumu teyit etmiş oluyoruz.",elista,25.01.2019 23:24,https://eksisozluk.com/entry/85937478
yerin altından wuuuunnnn diye ses gelince aha dedim deprem. bir kaç gündür de bekliyordum. lanet olası 6. his. büyüğünden korusun evren.,otlukek,25.01.2019 23:24,https://eksisozluk.com/entry/85937487
1 dakika ön e hafiften sallayan deprem. yaklaşık 4 şiddetinde hissedilmiştir.,yorgo,25.01.2019 23:24,https://eksisozluk.com/entry/85937488
çalkalayıp gitmiştir. allaha şükür çok uzun sürmedi. yoksa bu yağmurda dışarı da çıkılmaz yani.,angrychair,25.01.2019 23:24,https://eksisozluk.com/entry/85937489
ne ara başlığı açtınız dediğim olaydır. biraz önce sallamıştır. alsancak'tan güzel hissettik. umarım can ve mal kaybı olmamıştır.,myrose,25.01.2019 23:24,https://eksisozluk.com/entry/85937494
götüme yumruk yemiş hissiyatı yaratmıştır.,gereksiz mahlukat,25.01.2019 23:24,https://eksisozluk.com/entry/85937495
buca’yı fena sallamıştır.,mavi led,25.01.2019 23:24,https://eksisozluk.com/entry/85937496
6-7 saniye sağlam salladı. 5.4 büyüklüğünde bekliyorum. mevkii üçyol.,paraustunualmayanadam,25.01.2019 23:24,https://eksisozluk.com/entry/85937500
"asdkjdsajkdsakkdsa ulan bu ne hiz hakkaten yine ya olcem gulmekten baslik salisende acilmis disarsi yagmur kiyamet firtina, bu deprem de nerden cikti ki simdi :/ sanki hep sicak havada olmasi gerekirmis gibi... gecmis olsun hepimize. ızmir, tum afetler listesini tamamlamak uzere bu aksam, ha gayret.",the spy in the attic,25.01.2019 23:24 ~ 23:26,https://eksisozluk.com/entry/85937502
biraz daha sıksan deprem olmadan acacakmissin kardesim,yenitema,25.01.2019 23:24,https://eksisozluk.com/entry/85937508
eskişehir'den hissedilmemistir.,afi,25.01.2019 23:24,https://eksisozluk.com/entry/85937509
"3,9 ile katıldığım depremdir. güzel salladı. ekleme: ben aslında 4,3 dicektim de telefondan yazdığım için şey oldu. (ayrıca hatırlatma: beklenen büyük istanbul depremi )",attirmayin makedonun kafasini,25.01.2019 23:24 ~ 23:57,https://eksisozluk.com/entry/85937521
"buca'da ciddi ciddi korkutmuştur. tahminim 4-4,5 şiddetinde. binada eski olunca insan tedirgin oluyor. yalnız bizim dört ayaklı kızımız hala uyumaya devam ediyor. dünya yansa umurunda değil.",fakiremekli,25.01.2019 23:24,https://eksisozluk.com/entry/85937527
çok çok uzun zamandır bu kadar ciddi bir deprem olmamıştı sağlam sallandık.,mitdemstrom,25.01.2019 23:24,https://eksisozluk.com/entry/85937528
hayvan gibi salladı.,pistonasagi,25.01.2019 23:24,https://eksisozluk.com/entry/85937531
bayraklı'da sağlam hissedilmiştir. devamı gelecek gibi duruyor 15-20 saniye salladı.,kskzeynep,25.01.2019 23:24,https://eksisozluk.com/entry/85937546
iyi salladı bostanlı/karşıyaka,lanet olsun,25.01.2019 23:24,https://eksisozluk.com/entry/85937549
yattığım koltuğun yayları bozuldu götüme vuruyor sandım amk. iyi sallayan deprem.,perdono fotefatofatoyokedo,25.01.2019 23:24,https://eksisozluk.com/entry/85937550
balçovada da guzel bi sallamiş depremdir. arada böyle ufak depremlerin olması hoşuma gidiyor. hasar olmadigi ve herhangi bir kişi zarar görmedigi sürece ufak depremlerde insan yaşadığını hissediyor,nundu,25.01.2019 23:25,https://eksisozluk.com/entry/85937563
"4.5 üzeri olduğunu düşünüyorum, korkutacak kadar uzun sürdü.",tbm,25.01.2019 23:25,https://eksisozluk.com/entry/85937571
"çok fenaydı be. hiç durmayacak gibi gelen deprem. ne biçim günler bunlar ya. yağmuru, fırtınası yetmedi, bir de deprem. yapma artık güzel izmirim yapma.",the pretty reckless,25.01.2019 23:25,https://eksisozluk.com/entry/85937572
daha allahın bile depremden haberi yokken başlığında 100 üzeri entry olması...,gercek mona riza benim,25.01.2019 23:25,https://eksisozluk.com/entry/85937582
örnekköyden hissedilen deprem,belkideogunbugundegildir,25.01.2019 23:25,https://eksisozluk.com/entry/85937583
az önce beş saniye kadar süre sallayan depremdir. o değil de hangi ara açtınız başlığı. hemen geldim bir de.,muhabbet 35,25.01.2019 23:25,https://eksisozluk.com/entry/85937589
mekandan bizi kaldıran şiddetli bir deprem olmuştur.,randumann,25.01.2019 23:25,https://eksisozluk.com/entry/85937592
rüzgar salladı sandım meğer depremmiş. geçmiş olsun. lokasyon:narlıdere,turkiyeden bikan pilot,25.01.2019 23:25,https://eksisozluk.com/entry/85937593
"akcay'dan hissettim. zıplattmadı,çıtırdattı.",kryfrt,25.01.2019 23:25,https://eksisozluk.com/entry/85937597
sagli sollu salladı valla.,kuturkuturyesilpapazerik,25.01.2019 23:25,https://eksisozluk.com/entry/85937601
"rüzgarlar, durmayan sağanak yağmur, fırtına uyarıları ve şimdi de deprem. sırada ne var? ben varsa bir yanardağ patlaması alırım.",topunpesindekisincap,25.01.2019 23:26,https://eksisozluk.com/entry/85937611
2018 ile 2019 karıştırıldığı için yeşillenen başlık,mdgg,25.01.2019 23:26,https://eksisozluk.com/entry/85937614
"merkez üssünün neresi olduğunu cok merak ettiğim deprem edit: menemen, 4.4",avesta dostum,25.01.2019 23:26 ~ 23:29,https://eksisozluk.com/entry/85937628
uzun süren deprem. avizeler hala sallanıyor. bu şiddetli yağmurlarla bir ilgisi olabilir mi?,ucan kivircik,25.01.2019 23:26,https://eksisozluk.com/entry/85937633
bornova'da fena hissedildi. 5-6 saniye sallandık. korktuk lan,egenox,25.01.2019 23:26 ~ 28.01.2019 02:20,https://eksisozluk.com/entry/85937636
alttan fena vurdu koltuktan düşüyordum,beyninikullan,25.01.2019 23:26,https://eksisozluk.com/entry/85937640
"gök gürültüsüne bak evi sallıyyy oha deprem lan bissssmilllahirrahmanirrahim. korkutan deprem. bi de hep görüyodum ama nasıl olduğunu bilmiyodum, ilk defa depremin alttan vurduğunu hissettim. alttan gürültü geldi bayağı bildiğin.",le jeune turc,25.01.2019 23:26 ~ 23:38,https://eksisozluk.com/entry/85937658
"kapıyı çalar gibi, yatakta uzanırken 7- 8 kere alttan yatağa vuran bir deprem oldu.",panadora,25.01.2019 23:27,https://eksisozluk.com/entry/85937674
salsaya giriş. lokasyon (osmangazi/bornova),balikci filozof,25.01.2019 23:27,https://eksisozluk.com/entry/85937676
"4.4 büyüklüğündedir. çok şiddetli gibi gelmesinin sebebi bu sefer karasal olması ve menemen gibi yakın lokasyonda olmasıdır. geçen senekiler denizde ve 85 km uzaktaydı. izlemek, takip etmek gerek. uzun süre sonra karasal ve hissedilir deprem yaşadık. geçmiş olsun.",super frog,25.01.2019 23:27,https://eksisozluk.com/entry/85937677
"öyle bir yağmur yağıyor ki, ilk başta yıldırım düştü zannettim.",ommakva,25.01.2019 23:27,https://eksisozluk.com/entry/85937679
burada hissedilmedi. lokasyon görece...,uyuzcan,25.01.2019 23:27,https://eksisozluk.com/entry/85937687
bu deprem basliklarini acanlarin hizini algilamak mumkun degil. ya bunlar kopek ya da zamani diger insanlardan iki dakika erken yasiyorlar. sayfa yenilenene kadar hakkinda 27 entry girdirten ve izmir'de yasayanlara gecmis olsun dedigimiz depremdir.,indirkaldirhavalandir,25.01.2019 23:27,https://eksisozluk.com/entry/85937694
foçada da bayağı salladı ve uzun sürdü,derinliklerde,25.01.2019 23:27,https://eksisozluk.com/entry/85937715
adb'den havalanırken denk geldim. şans eseri yaşıyoruz.,fallen lord weber stahlherz,25.01.2019 23:28,https://eksisozluk.com/entry/85937742
manisa'da da hissedildi.,eiwigi,25.01.2019 23:28,https://eksisozluk.com/entry/85937743
adam sallanırken başlık açmış benim için esas deprem budur abı ...,kahvetelvesi,25.01.2019 23:28,https://eksisozluk.com/entry/85937752
güzelyalı hafif sallandı sağolsun denizden (bkz: cthulhu ),salak yemin ederim gerizekali bu cocuk,25.01.2019 23:29,https://eksisozluk.com/entry/85937761
egekent’te yataktan zıplatmıştır.,pechorin,25.01.2019 23:29 ~ 23:43,https://eksisozluk.com/entry/85937766
buca’yı fena sallamış olan deprem.,sivaslisindiicimesindimisinmedimi,25.01.2019 23:29,https://eksisozluk.com/entry/85937776
"sene-i devriyesi olmuştur. edit: biliyordum. kahin miyim neyim. yine xxx2018 başlığı, xxx2019 başlığına taşınmış.",mccengiz,25.01.2019 23:29 ~ 26.01.2019 12:10,https://eksisozluk.com/entry/85937779
"bi lezzetli çipetpet değildir, amatör eğlendirir..",balik hali sakini,25.01.2019 23:29,https://eksisozluk.com/entry/85937790
alaybey de uykumdan uyandırdı,kimenicki,25.01.2019 23:29,https://eksisozluk.com/entry/85937791
"yine hissedemediğim bir deprem daha. yalnız sabah işten arkadaş deprem mi oldu demişti. kontrol etmiştik, olmamıştı. demek bunu öngörmüş. edit: kandillinin sitesini çökerttiniz, yavaş olun.",sirt kili,25.01.2019 23:30 ~ 23:32,https://eksisozluk.com/entry/85937822
ilk defa evka 3 te hissettim korkuttu ilk defa.,mezbahasiz toplum,25.01.2019 23:30,https://eksisozluk.com/entry/85937829
4.6 menemen emsc,3kedibeni7,25.01.2019 23:30 ~ 23:34,https://eksisozluk.com/entry/85937831
güzel sallandık fakat bu depremin gavur izmir'de olması tesadüf eseri mi sizce? *,topal santrafor,25.01.2019 23:30 ~ 23:33,https://eksisozluk.com/entry/85937836
merkez ussu menemen 16 km derinlikte 4.3 şiddetinde,berkanyildiz,25.01.2019 23:30 ~ 23:34,https://eksisozluk.com/entry/85937838
şirinyerden hissedildi. yakına yıldırım düştü sandım. daha şiddetlisi olursa bu yağmurda arabada yatarız.,al yeleli arslan,25.01.2019 23:30,https://eksisozluk.com/entry/85937843
yataktan zıplatan depremdir.,ugur0606,25.01.2019 23:30,https://eksisozluk.com/entry/85937848
ıyi salladı salladığı an baktım ama bu sefer başlık açmada geç kaldınız genşler olmadı bu -bornova,douglas carlo toscani,25.01.2019 23:31,https://eksisozluk.com/entry/85937855
4 gün önce gökovada başlayan hareketlilik sonucu aynı fay sistemine ait bölgede meydana gelen depremdir. panik yapmayın normal durumdur bölge birinci derece deprem bölgesi. bol kırıklı ve hareketli bir bölge normal bir durum.,kissofh3ll,25.01.2019 23:31,https://eksisozluk.com/entry/85937857
öyle korkuttu ki deprem bittikden sonra çömelebildim.,1fikrimvar,25.01.2019 23:31,https://eksisozluk.com/entry/85937861
koltukta pilates topu gibi zıpladığım deprem. ayrıca af buyrun götünüzde sismograf mı taşıyorsunuz kardeşim ne ara bu kadar entry oldu ?,kimse kim ulan,25.01.2019 23:31,https://eksisozluk.com/entry/85937863
salladı valla,smyrnadan homeros bildiriyor,25.01.2019 23:31,https://eksisozluk.com/entry/85937868
internetin yavaşlamasının sebebi olabilir mi? sadece bende mi yavaşladı.,yorgo,25.01.2019 23:31,https://eksisozluk.com/entry/85937872
geçmiş olsun umarım kayıp yoktur,griaslan,25.01.2019 23:31,https://eksisozluk.com/entry/85937873
"ya ben çok alıştım deprem olayına ya da siz abartıyorsunuz arkadaşlar. çok narin ve tatlı bir depremdi, yerimden kalkma hissiyatı bile duymadım hatta ne zaman şiddetlenecek acaba diye düşünürken bitti. yer poligon deresinin çok yakını kat zemin.",1312,25.01.2019 23:31,https://eksisozluk.com/entry/85937877
"hem şiddetli yağmur, rüzgar, yıldırım hem deprem. bu gece çok korkutucu geçeceğe benziyor. hayırlısı.",sorun sende degil bende diyen psikolog,25.01.2019 23:31,https://eksisozluk.com/entry/85937883
sarsıldık. hava böyle yağmurlu fırtınalıyken daha da korkuttu,orangcityiks,25.01.2019 23:31,https://eksisozluk.com/entry/85937887
"sıçarken yakalandığım, korkudan daha bir sıçtığım deprem. hakkını verdim.",kendinekadaravukat,25.01.2019 23:32,https://eksisozluk.com/entry/85937906
akp döneminde gerçekleşmiştir.,un4saken,25.01.2019 23:33,https://eksisozluk.com/entry/85937924
4.3 şiddetinde meydana gelmiştir. öncü deprem olmaması dileğiyle... (bkz: öncü deprem ),chapulmaster,25.01.2019 23:33 ~ 23:34,https://eksisozluk.com/entry/85937925
"bornova'yı sağlam salladı. sanıyorum merkezi menemen, şiddeti 4.3 imiş.",nicklere ozgurluk,25.01.2019 23:33,https://eksisozluk.com/entry/85937946
2 kere titrete titrete sallayarak kendini güzelyalıda hissettirmiştir.,atina bakip 31 ceken kovboy,25.01.2019 23:33,https://eksisozluk.com/entry/85937947
aklimi alan deprem. korkudan firladim evden arabada yaticam gece.,charlottetheharlot,25.01.2019 23:33,https://eksisozluk.com/entry/85937949
4.6 izmir menemen yeşilpınar diye bi yerde olmuş. geçmiş olsun.,rebel crow,25.01.2019 23:33,https://eksisozluk.com/entry/85937953
evi alırken izmirin en sağlam yerleşkesi ve yapısı demişlerdi inanmamıştım. hiç hissetmedim avize sallanmadı ya nasıl olur millet aradı aynı dakika. lokasyon:buca,elimdeki saz icimdeki ask,25.01.2019 23:34,https://eksisozluk.com/entry/85937958
4.3 menemen. buca da güzel sallandı,mtterapi,25.01.2019 23:34,https://eksisozluk.com/entry/85937960
titereterek sallamış depremdir. son zamanlardaki en korkutucu depremdir,gravatli okuz,25.01.2019 23:34,https://eksisozluk.com/entry/85937965
hissetmediğim depremdir. sarhoşum galiba *,teberru diye yaz,25.01.2019 23:34,https://eksisozluk.com/entry/85937972
(bkz: sismografik göt ),aminogullari,25.01.2019 23:34,https://eksisozluk.com/entry/85937973
"izmir’de sıradan bir gün. gün içinde akla gelen sorular ve hissiyat şu şekil. dinmeyen yağmur sele çevirebilir. deli gibi bir fırtına hortum yapabilir. sinsi sinsi sallandıran zelzele, depreme çevirebilir. elleri çatlatan soğuk, zatürre edebilir. çakan şimşekler başınızı ağrıdan çatlatabilir. hepsi ama hepsi son 12 saatte vuku bulan başka da bir yer görmedim. eminim ocak ayı izmir’de hayli baymıştır benim gibi düşünen birçok bünyeyi.",redthepublic,25.01.2019 23:34 ~ 23:37,https://eksisozluk.com/entry/85937975
evde tekim zaten dışarda çok kötü yağmur ve fırtına var resmen yatakta zangır zangır sallandım. poseidon ve zeus yine kızmış.,batsy,25.01.2019 23:34,https://eksisozluk.com/entry/85937980
"öncelikle herkese geçmiş olsun. deprem büyüklüğü 4.3, derinliği 16.2 km, merkez üssü menemen. deprem bilgisi (bkz: deprem büyüklüğü ile şiddeti arasındaki fark )",oturan mirket,25.01.2019 23:34,https://eksisozluk.com/entry/85937986
neyse silkelendik kendimize geldik. iyi oldu böyle swh,butimar47,25.01.2019 23:35,https://eksisozluk.com/entry/85938001
"""eğer 23:15 civarlarında oldu ise şıp diye bayılırım olduğum yere"" dediğim depremdir. zira tam o saatlerde eşimle birbirimize bakıp ""yahu gene mi sallandık?"" dedim ve de saate baktım. hatta hem kandilli hem yurtdışı kaynaklardan kontrol ettim, bir şey göremedim, paranoyağa bağladığımızı düşünüp kahve yapmaya kalktım. sanırım paranoyağa bağlamamışız da, tam sismograf olmuşuz. not: sallandık derken titreşimden bahsediyorum. zangırdadık anlaşılmasın. lokasyon : dalaman/muğla",bir kadin ve bir erkek,25.01.2019 23:35,https://eksisozluk.com/entry/85938011
karşıyaka yalı mahallesinde güzel sallandık.,asosyal sosyolog,25.01.2019 23:35,https://eksisozluk.com/entry/85938015
"wp grubunda şirkette büyük deprem olcak yazmıştım,akabinde izmir gümbürtüyle sallanmaya başladı. herkes benimle iyi geçinsin artık yeter diyerek şeklimi de yapmış oldum.",arkadanaglayanekmek,25.01.2019 23:35,https://eksisozluk.com/entry/85938016
aşırı korkutmuştur. efendice sallandık oturduğumuz yerde.,alanissa,25.01.2019 23:35,https://eksisozluk.com/entry/85938031
"bornova'da evimde koltukta otururken önce kedi fırladı ayağa, noluyoruz derken sağlam salladı. uzun da sürdü sanki. dilerim öncü değildir. aldım deprem çantamı ve telefonumu elime salak salak çöktüm olduğum yere.",villeheim,25.01.2019 23:36,https://eksisozluk.com/entry/85938050
çok tutunca bu sene de salladı..,80 li yillari cok ozluyorum lan,25.01.2019 23:37,https://eksisozluk.com/entry/85938061
"kuruçay'da fazlasıyla hissettiğimiz deprem. 4,3 olduğu da pek gerçekçi değil açıkçası. herkese geçmiş olsun.",feysbuktaki komik yorum,25.01.2019 23:37,https://eksisozluk.com/entry/85938065
götüme göre 4.6 büyüklüğünde ölçtüğüm deprem.,uykusuzum,25.01.2019 23:37,https://eksisozluk.com/entry/85938072
"dün gelirken uçakta, bugün de evde şiddetle sallanıyorum ve ikidir korkuyorum yüce gök tengri benim izmir'e gelmemden ne istiyorsun diye sitem ettiren deprem.",agzindan nutella damliyo,25.01.2019 23:37,https://eksisozluk.com/entry/85938093
