Entry,User,EntryDates,EntryLinks
caddebostanda da hissedilmiştir.,absent,25.06.2016 08:43,https://eksisozluk.com/entry/61358842
uskudar'da uyandirmistir.,cagri,25.06.2016 08:43,https://eksisozluk.com/entry/61358844
(bkz: #61358793 ),b w n s p,25.06.2016 08:43,https://eksisozluk.com/entry/61358846
üsküdar'da uykudan uyandırdı. korktum çok.,applefangirl,25.06.2016 08:43,https://eksisozluk.com/entry/61358847
bahçelievler'i de baya sallamıştır.,klisedenolenvar,25.06.2016 08:43,https://eksisozluk.com/entry/61358848
gecenin 3ünde uyku hapı içerek uyuyan bünyemi ayağa diken depremdir.,koalama,25.06.2016 08:43,https://eksisozluk.com/entry/61358850
ulus'ta sağlam sallamıştır. yatak iki kere gidip geldi sanki.,argento,25.06.2016 08:43,https://eksisozluk.com/entry/61358851
bakırköyde ciddi salladı.,tor,25.06.2016 08:43,https://eksisozluk.com/entry/61358852
anadolu hisarı'nda da dehşetle uyandırmıştır.,mlsdmn,25.06.2016 08:43,https://eksisozluk.com/entry/61358853
"kartal'da uykudan uyandıran deprem. 2-3 saniye sürdü sanırım. edit: 4,3 ile bahisleri açıyorum.",s1r,25.06.2016 08:43 ~ 08:46,https://eksisozluk.com/entry/61358854
istanbul fatihte de hissedilmiştir. uyandırmıştır :/ dün geç saatte uyumuş bir suser olarak beni bile uyandırmışsa bu depremi dikkate almakta fayda var. edit: emin olmak için resmi siteden önce sözlüğe bakıldığı doğrudur. allahım korusun.. kandillirasatanesi/25.06.2016,aglarsakablosuzaglargerisiyerelaglar,25.06.2016 08:43 ~ 09:11,https://eksisozluk.com/entry/61358855
beni derin uykudan uyandiracak kadar sallamiştir.. en az 4.5 diyorum..,xmarx,25.06.2016 08:43,https://eksisozluk.com/entry/61358857
gebze dolaylarini da sallayan.,mert adam,25.06.2016 08:43,https://eksisozluk.com/entry/61358858
anam,sortayms,25.06.2016 08:43,https://eksisozluk.com/entry/61358859
aceleyle ilk ben başlığı açayım diyen arkadaşımızın öngörüsü bir doksan yıl bekleyip göreceğizu başlık taşınma editi : başlık aslında 25 haziran 2106 istanbul depremiydi.,ekmek kaciran bozo,25.06.2016 08:43 ~ 11:33,https://eksisozluk.com/entry/61358862
(bkz: #61358793 ),b w n s p,25.06.2016 08:44,https://eksisozluk.com/entry/61358868
acıbadem'i de güzel sallamıştır.,dronjak,25.06.2016 08:44,https://eksisozluk.com/entry/61358869
"sözlükte başlığını gördükten sonra hissettiğim depremdir. ne manyaklar var, ilk yazayım diye 2106 yazmış elemanın teki. sen kahin misin?",pinktrip,25.06.2016 08:44,https://eksisozluk.com/entry/61358870
bahçeşehir'de hissedilmemiştir. ya da hareket halinde olduğumdan beni teğet geçmiş de olabilir.,mehendiz,25.06.2016 08:44,https://eksisozluk.com/entry/61358872
nişantaşında çarptı geçti (bkz: o neydi gız ),nisantasicocugu,25.06.2016 08:44,https://eksisozluk.com/entry/61358878
"uykumdan uyandırmıştır yine 99 gibi. uyku sersemi emin olamayıp doğrulamak için ekşiye geldim. sallanan bi avize almam lazım. yalnız başlık 2106 diye açılmış, nasıl korktuysak fark etmemişiz. kandilli'ye baktım 8:30'da marmara denizi'nde 3 şiddetinde şeklinde bilgi. ilk entry saatini kontrol edip aynı depremden mi bahsediyoruz öğrenmeye gelmiştim. (başlığın yanlış açıldığını o zaman fark edebildim.) 15 dakika mümkün değil geçmemişti deprem üzerinden ve saat 8:45'ti baktığımda. tahmin ettiğim gibi kandilli, saat 8:40 yalova açıklarında 4.4 şiddetinde şeklinde yenilendi.",fauxlivia,25.06.2016 08:44 ~ 09:09,https://eksisozluk.com/entry/61358879
uykudan korkarak uyanmama sebep olmus deprem. her ihtimale karsi evde usturupli giyinmek gerektigini hatirlatmistir,utriculus,25.06.2016 08:44,https://eksisozluk.com/entry/61358880
"sözlük kandilliyi geçti, bunu da gördük. ataşehirde çok hafif hissedildi. takribi 1.5-2 saniye kadar sürdü.",cinnet mustatili,25.06.2016 08:44,https://eksisozluk.com/entry/61358883
adapazarı'nı da sallamıştır.,utility,25.06.2016 08:44,https://eksisozluk.com/entry/61358885
"pendik garanti teknoloji santiyesindeyim, konteynir bir sallandi biz de arkadasla kim ulan bu ayi girerken konteyniri sarsti diyorduk ki eksi haber ajansi saniyesinde bilgilendirmeyi yapmis.",sam spade,25.06.2016 08:44,https://eksisozluk.com/entry/61358887
sabah sabah titretti,schwarzwerk,25.06.2016 08:44,https://eksisozluk.com/entry/61358889
tuzla'da 3.5 attırıp yataktan kaldırmıştır. edit: 4.4 yalova.,lapseti,25.06.2016 08:44 ~ 08:54,https://eksisozluk.com/entry/61358890
üsküdardan sevgiler. uyandırdı.,jolteon,25.06.2016 08:45,https://eksisozluk.com/entry/61358893
zamanin ötesinden bildirilmiştir.,kocgiri,25.06.2016 08:45,https://eksisozluk.com/entry/61358894
kısa sürdü ama maltepede epey sallamıştır. artarak devam etmesi korkusunu yaşatmıştır. küçücük bir sarsıntının bile insanı nasıl korkuttuğunu ve ne kadar aciz bıraktığını hatırlatmıştır.,ayakucu,25.06.2016 08:45,https://eksisozluk.com/entry/61358895
bircok kisiyi uyandirmis ve sozluge kosturmus nerdeyse 25 hazidan 2016 istanbul seyi diye baslik bile actirmistir. halbuki ben hissetmedim bile.,monreve,25.06.2016 08:45,https://eksisozluk.com/entry/61358898
arabada durur vaziyette iken hissettiğim deprem oldu. şiddetli gibi geldi çünkü araba bayağı sallandı. bu gereksiz bilgi ile sözlüğü kirlettiğim için kusura bakmayın. not : ataşehir.,mesene,25.06.2016 08:45 ~ 08:46,https://eksisozluk.com/entry/61358899
"gardrop üstüme düşüyordu zor tuttum , son senem istanbulda sonra siktir olup gitcem",pika pika,25.06.2016 08:45,https://eksisozluk.com/entry/61358900
baltalimanı'ndan da hissedilmiştir.,freshman,25.06.2016 08:45,https://eksisozluk.com/entry/61358902
hâlâ ellerimi titretendir. ayrıca odamda altında kalacağım ne kadar çok nesne olduğunu fark ettirmiştir.,anothernightin,25.06.2016 08:45,https://eksisozluk.com/entry/61358905
üsküdar'da uykudan uyandırabilmiştir.,simdi onlar dusunsun,25.06.2016 08:45,https://eksisozluk.com/entry/61358910
(bkz: zıbarmaya devam ),tojourus,25.06.2016 08:46,https://eksisozluk.com/entry/61358913
yalova'dan titretmiştir. koca 180 bin tonluk gemide rıhtıma bağlıyken salladı bizi. o kadar havaya girdik böyle tırsmadım abi.,juliadreaming,25.06.2016 08:46,https://eksisozluk.com/entry/61358915
bakırköy'ü salladı.,for whom the bell tolls,25.06.2016 08:46,https://eksisozluk.com/entry/61358916
artık tahminde son nokta. 25 haziran 2106.,sigmund freud diye biri,25.06.2016 08:46,https://eksisozluk.com/entry/61358919
uykudan uyandırdı. kartal'ı salladı.,yenibirsayfa,25.06.2016 08:46,https://eksisozluk.com/entry/61358920
cerrahpaşa yı da titretmiştir,gulersem,25.06.2016 08:46,https://eksisozluk.com/entry/61358922
maltepe'de yataktan korkuyla fırlatmıştır.,okuyomusun kaca gidiyosun,25.06.2016 08:46,https://eksisozluk.com/entry/61358924
acıbademde hoplatmıştır,cn dr,25.06.2016 08:46,https://eksisozluk.com/entry/61358925
oturduğum koltuğu çatırdatmıştır.. aklım gitti..,boom,25.06.2016 08:46,https://eksisozluk.com/entry/61358926
gebze de hissedilmiştir,turqo,25.06.2016 08:46,https://eksisozluk.com/entry/61358927
kurtköy civarında uykudan uyandıran depremdir. bir an sürdü ama süper korkuttu. o değil de biz 99 da bunu 45 saniye nasıl yaşadık ya.,usuyorum,25.06.2016 08:46,https://eksisozluk.com/entry/61358932
sarsıntının şoku çağ atlatmıştır *,cinnet mustatili,25.06.2016 08:46,https://eksisozluk.com/entry/61358935
"uykudan uyandım, tekrar yatağa yattıktan 3-5 saniye sonra alttan güm diye bir ses geldi ve yatak sallandı. ev ahalisine ""deprem oldu"" diyorum, benden başka hisseden olmamış. kısa süreli ama harbi iyi sallayan bir deprem oldu.",peder hose,25.06.2016 08:47,https://eksisozluk.com/entry/61358942
şişli civarında da hissedilmiştir. 2-3 saniye kadar sürdü...,balevso,25.06.2016 08:47,https://eksisozluk.com/entry/61358943
deprem oldu sanki . sözlük ne hızlısın daha şimdi oldu deprem. bunlar hep fuat avni yüzünden. öncü değildir umarım,denizyilani,25.06.2016 08:47 ~ 08:48,https://eksisozluk.com/entry/61358944
"pendikten hissedilmiştir. 3.0 deniliyo, olamaz bence daha büyük lan.",dusunenbiyik,25.06.2016 08:47 ~ 08:48,https://eksisozluk.com/entry/61358948
herkes çatır çatır entry girebildiğine göre kimseye birşey olmamış deprem.,babaminoglu,25.06.2016 08:47,https://eksisozluk.com/entry/61358949
"3.0 diyor ya, inanamiyorum bana 5.0 hissettirdi. sanirim oturdugumuz bina o kadar saglam ki, canim bina. canimi sikan, yataktan firlatan deprem. maltepe edit: 4.4mus...",tedaviyecevapvermiyor,25.06.2016 08:47 ~ 09:01,https://eksisozluk.com/entry/61358952
"17 ağustos depremini görmüş bir olarak çok tırstım kadıköy de hissedildi, 1 saniye gibi bir sürede çok sağlam vurup kaçtı.",apartopar,25.06.2016 08:48,https://eksisozluk.com/entry/61358953
sarıyer'de bi salladı geçti,tuzludelibekir,25.06.2016 08:48,https://eksisozluk.com/entry/61358954
"yalova dan hissedilmistir yikiliyo sandim 5,6 saniye surdu ama etkiliydi",tolga771905,25.06.2016 08:48,https://eksisozluk.com/entry/61358955
maltepe'de camları sallamıştır.,neverwinter,25.06.2016 08:48,https://eksisozluk.com/entry/61358957
"avrupa yakasında da ciddi hissettim hem de 4-5 saniye sürdü rahatlıkla 4 şiddetinde olabilir. kandilli hala ölçemedi büyüklüğü, bekliyoruz. büyüklüğü 4.4 imiş.",tor,25.06.2016 08:48 ~ 08:51,https://eksisozluk.com/entry/61358961
maltepe'de gayet hissedilen bir deprem. yatak sallandı uyandım ama avizeye baktım sallanmıyordu o yüzden rüya mı gerçek mi emin olamadım buraya bakayım dedim meğer herkes sallanmış. allahtan çok kısa sürdü. devamı gelmez umarım. herkese geçmiş olsun.,nonrecyclable,25.06.2016 08:48,https://eksisozluk.com/entry/61358962
maltepe'de uykudan uyandırmıştır.,money is the anthem of success,25.06.2016 08:48,https://eksisozluk.com/entry/61358965
http://www.world-earthquakes.com/ şurda 4.2 olarak verilen deprem. geçmiş olsun herkese.,exnihilonihilfit,25.06.2016 08:48 ~ 08:49,https://eksisozluk.com/entry/61358966
ilk analizlere gore yalova aciklarinda 4.2 siddetinde gerceklesmis.,disq,25.06.2016 08:49,https://eksisozluk.com/entry/61358969
"kandilli rasathanesine göre yerin 6.8 km altında, marmara denizinde, 4.4 şiddetinde olmuştur.",web kamerasiyla yayin yapan tv,25.06.2016 08:49 ~ 08:51,https://eksisozluk.com/entry/61358976
tuzla'yı sarsmıştır.,sefil kefil,25.06.2016 08:49,https://eksisozluk.com/entry/61358977
alttan alttan vurmustur. evdeki hicbir avize falan sallanmiyor ama ben deprem oluyo diye uyandim. cocugu kapip yere coktum. emin olamayinca gotunde sismograf olan eksiciler duymustur dedim. evet deprem olmus ama evdeki hicbir seyin sallanmiyor olmasi garip.,galove,25.06.2016 08:49,https://eksisozluk.com/entry/61358982
tam bir kabusun ortasındayken depremle uyanıp uyku sersemi yatağa kim oturdu diye bakıp kimseyi görememek. kafayı geri vurup yatacakken deprem olduğuna ayıkıp yataktan fırlattı.,xy kromozomu,25.06.2016 08:49,https://eksisozluk.com/entry/61358985
ekşi sözlük deprem izleme ve başlık ekibi tarafından 4 şiddetinde kaydedilmiştir.,entera basmis bulundum,25.06.2016 08:49,https://eksisozluk.com/entry/61358987
hissetmeyip sallayanlar kadar güzel sallamamıştır. o saatte uyanık olan kimse kaçırmıyo niyeyse depremleri.,turiq,25.06.2016 08:49,https://eksisozluk.com/entry/61358988
"tırstım, ödüm bokuma karıştı lan. merkezi marmara denizi ise 3,8 öngörüyorum.",majesteleri84,25.06.2016 08:49,https://eksisozluk.com/entry/61358989
3.0 falan değildir. zaten orada yazan deprem 8:30da gerçekleşmiş. evden çatırtı sesleri çıkartacak kadar büyüktü. 4.4 yalova açıkları olarak açıklanmış.,sertori,25.06.2016 08:50 ~ 08:51,https://eksisozluk.com/entry/61358991
uykudan uyandırıp avizenin sallanmaması sonucu yok yaaa heralde dedirten bir garip deprem.kocamustafapaşadan hissedilmiştir.,buralar hep yercekimi,25.06.2016 08:50,https://eksisozluk.com/entry/61358992
sert geldi. kısa sürmesi yanıltmasın.,kurecolor,25.06.2016 08:50,https://eksisozluk.com/entry/61358995
tuzla da baya baya hissettirmis ve uykudan uyandırmıştır. sanki biri ileri doğru birden bire dürttü. sabit durup bunu hissetmeyen kendine bakitsin. bir hafta içinde ikinci bu allah beterinden korusun.,takilagimacanim,25.06.2016 08:50,https://eksisozluk.com/entry/61358996
3.0 denilen büyüklük saat 8:30'a ait.,skipper99,25.06.2016 08:50,https://eksisozluk.com/entry/61358997
şahsımı uyandırmıştır. kalk la kalk! der gibiydi. devamı olmaz umarım. bu arada günaydın herkese. edit: yalova açıklarında olmuş bu arada. 4.4 şiddeti.,rebel crow,25.06.2016 08:50 ~ 08:52,https://eksisozluk.com/entry/61358999
yalova açıklarında olmuştur. şiddeti 4.4,maromi,25.06.2016 08:50,https://eksisozluk.com/entry/61359002
"ilk analizlere göre yalova açıkları, 4.4 şiddetinde gerçekleşmiştir.",albatros,25.06.2016 08:50,https://eksisozluk.com/entry/61359003
"marmara'da bir hafta içinde ikinci kez 3 (üç) şiddetinin üstünde deprem oldu. umalım ki daha büyüğü yaşanmasın; ancak büyük depremin ardından yıllar oldu, yine hazır değiliz. bunu şuraya bakarak bile anlamak mümkün. kaos geliyorum diyor! ne kadar hazır ve bilinçliyiz? edit: hava biraz da rahatlar, yağmur yağabilir şemsiyenizi hazır edin.",theogonie,25.06.2016 08:50 ~ 09:07,https://eksisozluk.com/entry/61359004
(bkz: 25 haziran 2016 istanbul depremi ),h a y,25.06.2016 08:50,https://eksisozluk.com/entry/61359008
"kedimi de tirstirandir. hani hayvanlar hissediyordu fosur fosur uyuyodu piç, bitimine dogru firladi.",simirmir,25.06.2016 08:51,https://eksisozluk.com/entry/61359014
aktlar'da ilginç salladı. yattığım kanepeye sanki biri alttan 2 saniye vurdu. avizede hareket yok. bana öyle geldi dedim ama depremmiş vallahi,applefanboy,25.06.2016 08:51,https://eksisozluk.com/entry/61359018
"kartalda öyle bi hissettim ki yataktan kalkıp kardeşime küfür etmeye başladım etrafıma baktığımda depremden başka bir şey olmadığını gördüm, tekrar uyudum. korktum mu evet uyudum mu affetmemmmm ilk defa deprem hissettim ya hu",susamlikandilsimidi,25.06.2016 08:51,https://eksisozluk.com/entry/61359019
marmara denizinin doğusunda meydana gelen 3 büyüklüğündeki depremdir. 3 büyüklüğünde bu kadar hissediyorsak daha büyük depremlerde ne yapacağız bilmiyorum. yataktan sıçradım resmen. (bkz: kahrolsun bitişik nizam ) edit: yalova açıkları 4.4 şeklinde güncellendi.,thejoygamer,25.06.2016 08:51 ~ 08:56,https://eksisozluk.com/entry/61359021
"kandilli * 08.30'a marmara denizi'nde 3.0 deprem yazmış. bu hissettiğimiz 08.40'ta olduğuna göre aslında iki deprem oldu sabah sabah... kısacık ama sert vuran depremdir, yusuf yusuf ettirmiştir.",okckilinc,25.06.2016 08:51,https://eksisozluk.com/entry/61359028
"4.2 buysa 7.4'ü, düşünemiyorum. 7.4'te ege tarafındaydım, düzce depreminde istanbul'da. 7.4'ü hissetmedim ama düzce tam yemek saatiydi 1 dakika falan sürmüştü . bu da bana 5 , 5 buçuk gibi geldi..",abel76,25.06.2016 08:52,https://eksisozluk.com/entry/61359030
uçan arabamda hissetmedim.,kimse bana tavuk diyemez,25.06.2016 08:52,https://eksisozluk.com/entry/61359032
"ufaklıklarla geçiştirmek iyidir, büyüğünden korur. ha bi de allahı daha çok hatırlatır. *",il canto del vento,25.06.2016 08:52 ~ 08:53,https://eksisozluk.com/entry/61359033
"rahatsız edici bir depremdir zira marmara denizi'nde olduğu görünmektedir. bu adalar'dan geçen kuzey anadolu fayının orta ve kuzey kolu demek hep bahsedilen. ayrıca kaya zeminde ve sağlam denecek binada olsak da denize yakın kısımlarda bu kadar düşük büyüklükteki sarsıntıda böyle ileri geri sallandıysak, bilemiyorum yani. kentsel dönüşmesek bu binalar uzamasbu kadar bence daha iyiydi, kaçacak yer olmayacak sokaklarda... öte yandan; insanların kedisi, köpeği, kuşu huzursuzlanmış bizim de tüm gece uyuyup ses çıkarmayan sivrisinek bi anda odada ortaya çıkıp, fıldır fıldır dönmeye başlamıştır * . edit: aslında ne ile karşı karşıyayız merak edenlere; http://www.sozcu.com.tr/…deprem-aciklamasi-1290288/",zelyot,25.06.2016 08:52 ~ 11:13,https://eksisozluk.com/entry/61359034
ntv'ye göre yalova açıklarında 4.4 büyüklüğünde olan depremdir.,peder hose,25.06.2016 08:52,https://eksisozluk.com/entry/61359036
99'dan bu yana hissettiğim ilk deprem. adettendir: maltepe.,romica,25.06.2016 08:52,https://eksisozluk.com/entry/61359039
"bahcelievler'de icinde bulundugum park halindeki arabayi sallamis, ""vay be ne ruzgar var bugun"" dedirtmistir. meger depremmis hiammina",goril bas,25.06.2016 08:52,https://eksisozluk.com/entry/61359042
"gene sıçarken yakaladı namussuz. 99 depremi haricinde hep tuvalette yakalandım, uyurken yakalanmaktan bile kötü.",jfet,25.06.2016 08:52,https://eksisozluk.com/entry/61359043
ortakoyde uykudan uyandirandir.,one two three four,25.06.2016 08:52,https://eksisozluk.com/entry/61359044
mecidiyeköy' de gayet güzel hissettirmis ve korkutmuş olan depremdir.,lewiscarroll,25.06.2016 08:53,https://eksisozluk.com/entry/61359053
(bkz: http://i.hizliresim.com/nrbyng.png ) ekleme: (bkz: http://i.hizliresim.com/ejon2v.png ),standby007,25.06.2016 08:54 ~ 12:57,https://eksisozluk.com/entry/61359059
4'te yatak bu kadar sallandi. 7 ve üstünü düşünemiyorum.,illegalsincap,25.06.2016 08:54,https://eksisozluk.com/entry/61359065
o çok tehlikeli fayın umarım yavaş yavaş kırıldığının habercisi olsun dediğim deprem.,okuyomusun kaca gidiyosun,25.06.2016 08:55,https://eksisozluk.com/entry/61359074
4 saniye kadar sürmüş depremdir. 2. saniyesi ile 3. saniyesi arasında hakkında 11 ekşi sözlük entrysi girilmiştir. korkutmuştur.,tifarhad,25.06.2016 08:55,https://eksisozluk.com/entry/61359076
heyvan gibi uyuyan ve ramazan davulcusunu cam acik uyumama ragmen duymayan beni uyandirmistir. ayna zangirdadi falan. tehlikeyi hissedince beyin gerekeni yapti ama vucudum dondu kaldi mk.,dogruduzdun,25.06.2016 08:56,https://eksisozluk.com/entry/61359080
maslakta yatağımda yeni uyanmışken beşik gibi sallamıştır. önce aklımın bir oyunu sandım. sonra uzaktaki suyun çalkalandığını görünce acaba dedim. fakat yine inanamadım hayırlısıyla benim kafa going to go dedim. on dk sonra sözlüğe bakınca artık şüphe götürür bir tarafı kalmadı depremin. teşekkürler sözlük.,budaboyle,25.06.2016 08:56,https://eksisozluk.com/entry/61359083
"ümraniye'de, iki katlı evin birinci katında bile, sallayarak uykudan uyandırmıştır, dolap ayna vs bile sallandı.. korkutucu..",tavrima hayran olayim,25.06.2016 08:56,https://eksisozluk.com/entry/61359085
üsküdarı da güzel yoklayan depremdir aynı zamanda. bağcık bağlamak için eğilmişken yanımdaki ayakkabılığın yürümeye başlamasıyla farkettim *,kusura baklava,25.06.2016 08:57,https://eksisozluk.com/entry/61359089
evi benim gibi eski olanları evden dışarı fırlatmış deprem. maltepe'de çoğunluk ya hissetmemiş ya da siklemiyorlar.,balbaloise,25.06.2016 08:58,https://eksisozluk.com/entry/61359092
hissetmediğim depremdir. hatta bu başlık sayesinde iki gün önce deprem olduğunu öğrendim. (bkz: vay anam vay neler dönmüş serhat ya ),fc korozyon,25.06.2016 08:58,https://eksisozluk.com/entry/61359093
depreme yatakta yakalanmanın verdiği korku mudur yoksa çok mu şiddetliydi bilemedim ama uykusu ağır olan benim gibi birini bile uyandırmıştır.,nikola prkacin,25.06.2016 08:58,https://eksisozluk.com/entry/61359096
karsida oturan guzel kiz da hissetti mi diye soru sorduran moral bozan deprem.,charlotte blanc,25.06.2016 08:59,https://eksisozluk.com/entry/61359098
"ümraniye 'de uyandırmıştır. alarmı saat 7'den 8:30'a kadar erteleye erteleye işe geç kaldım, en sonunda ""al sana alarm mnskim"" deyip depremle uyandırdı ilahi güçler. şimdi minibüsteyim. edit: imlâ",abideihurriyet,25.06.2016 09:00 ~ 16:26,https://eksisozluk.com/entry/61359103
yalovada o neydi gız dedirtendir.,tersduranyarasa,25.06.2016 09:00,https://eksisozluk.com/entry/61359107
"yalova ve bolu depremlerini yasamis biri olarak ne kadar da hazir oldugumu bana gostermis depremdir. salladiginda donla yatakta yatiyordum. 3 dakika icinde giyinip, cantama kitap, laptop, telefon sarji, harici batarya, kafa feneri (hersey gece boka sararsa diye), cuzdan, yedek don atip, ayagima dag ayakkabisi giyip cikmami saglamistir. en azindan bugun icin aksama kadar surterim kadikoy cukurunda. bok ve kirec sivayarak yapilmis yine de 2500 kira verdigim igrenc evimin bana mezar olmasina izin vermeyecegim.",bak suraya yaziyorum,25.06.2016 09:00,https://eksisozluk.com/entry/61359108
